Item_ID,Food_Category,Item_Brand,Packaging_Type,Weight_Grams,Item_Price_INR,Estimated_Calories
FOOD-9007,Vegetables,Amul,Packet,250.0,542.8528118632241,700.0
FOOD-2521,Dairy,Fortune,Packet,500.0,699.595319355746,150.0
FOOD-2500,Vegetables,Amul,Packet,1000.0,794.5158493216431,150.0
FOOD-7737,Vegetables,Britannia,Packet,500.0,95.84628103394944,150.0
FOOD-4294,Vegetables,Fortune,Bottle,250.0,508.58230789004085,50.0
FOOD-6085,Vegetables,Amul,Packet,5000.0,275.78755920644306,50.0
FOOD-3419,Vegetables,Amul,Packet,500.0,651.2101573774963,150.0
FOOD-4042,Snacks,Catch_Spices,Packet,100.0,605.7769079496894,
FOOD-5497,Vegetables,Catch_Spices,Packet,250.0,715.0896341368918,
FOOD-2466,Dairy,Amul,Packet,250.0,281.5252730515816,150.0
FOOD-4561,Vegetables,Amul,Bottle,500.0,155.7789718846344,
FOOD-1614,Snacks,Amul,Packet,,27.223324949419638,350.0
FOOD-6392,Vegetables,Amul,Packet,250.0,211.85028013738682,150.0
FOOD-8693,Snacks,Catch_Spices,Box,250.0,300.06551640663247,150.0
FOOD-4223,Dairy,Britannia,Box,100.0,757.3929188989136,50.0
FOOD-8138,Vegetables,Britannia,Packet,250.0,398.18438073932964,150.0
FOOD-3667,Bakery,Catch_Spices,Packet,500.0,449.5872082459437,50.0
FOOD-8980,Dairy,Britannia,Bottle,250.0,705.3017220180107,50.0
FOOD-1130,Vegetables,Britannia,Bottle,250.0,709.2049158736712,350.0
FOOD-3983,Bakery,Amul,Loose_Poly,250.0,427.0535029849296,
FOOD-5278,Snacks,Amul,Packet,250.0,99.82576399933208,150.0
FOOD-8126,Dairy,Britannia,Bottle,250.0,223.7077700981714,150.0
FOOD-9230,Vegetables,Amul,Box,100.0,370.94167800483655,350.0
FOOD-8694,Bakery,Amul,Bottle,100.0,603.4239011905304,50.0
FOOD-7640,Bakery,Amul,Packet,1000.0,572.2285811799986,50.0
FOOD-6468,Bakery,Amul,Packet,250.0,517.7395058868146,350.0
FOOD-1920,Bakery,Britannia,Packet,500.0,705.393992243852,150.0
FOOD-8564,Vegetables,Britannia,Packet,250.0,644.0906625626291,150.0
FOOD-9684,Snacks,Amul,Box,,785.870250238028,150.0
FOOD-9502,Vegetables,Amul,Packet,500.0,712.435231537193,50.0
FOOD-9930,Vegetables,Britannia,Packet,100.0,164.56857799630853,
FOOD-4241,Dairy,Amul,Box,1000.0,55.517086761112544,
FOOD-1545,Dairy,Britannia,Bottle,100.0,337.4636457950154,150.0
FOOD-5346,Vegetables,Fortune,Packet,250.0,497.8285162120104,50.0
FOOD-4810,Bakery,Amul,Packet,100.0,518.0517647590809,150.0
FOOD-8206,Dairy,Fortune,Packet,1000.0,221.33508159950335,50.0
FOOD-3032,Dairy,Fortune,Packet,5000.0,689.3059619144495,50.0
FOOD-9436,Bakery,Amul,Box,100.0,270.1047062798873,
FOOD-1271,Dairy,Amul,Packet,100.0,736.1005390426833,150.0
FOOD-4511,Vegetables,Catch_Spices,Bottle,,382.56510702954495,350.0
FOOD-2771,Vegetables,Amul,Packet,500.0,18.20862617305046,150.0
FOOD-5361,Snacks,Fortune,Loose_Poly,250.0,138.0126358438495,
FOOD-8069,Vegetables,Britannia,Bottle,250.0,90.83221275744813,50.0
FOOD-1920,Dairy,Amul,Loose_Poly,,44.78037868224303,150.0
FOOD-9190,Dairy,Amul,Packet,500.0,574.073675540434,50.0
FOOD-4430,Dairy,Britannia,Box,250.0,161.92953971771774,50.0
FOOD-5435,Vegetables,Britannia,Box,500.0,672.509637581124,50.0
FOOD-4760,Dairy,Britannia,Box,500.0,218.9303747633997,50.0
FOOD-3050,Dairy,Catch_Spices,Packet,100.0,35.53841412776477,
FOOD-2165,Snacks,Fortune,Packet,250.0,658.333521740431,
FOOD-9567,Vegetables,Amul,Packet,500.0,378.2552219194798,50.0
FOOD-3033,Dairy,Catch_Spices,Packet,250.0,483.6092978125052,50.0
FOOD-7467,Dairy,Fortune,Box,100.0,275.6195580268349,150.0
FOOD-1145,Dairy,Catch_Spices,Bottle,500.0,46.37191296295703,50.0
FOOD-5388,Bakery,Britannia,Bottle,99999.0,302.43990043965846,50.0
FOOD-8832,Vegetables,Fortune,Packet,5000.0,419.446232531922,150.0
FOOD-9623,Vegetables,Britannia,Packet,500.0,19.23241679392865,350.0
FOOD-9896,Bakery,Amul,Packet,250.0,463.68912544101687,50.0
FOOD-9173,Dairy,Catch_Spices,Bottle,250.0,715.5033021017466,50.0
FOOD-3632,Dairy,Amul,Box,100.0,182.09401271182077,50.0
FOOD-5494,Vegetables,Amul,Packet,250.0,742.1476373072351,150.0
FOOD-9056,Vegetables,Catch_Spices,Bottle,100.0,87.11072987063295,350.0
FOOD-8511,Vegetables,Amul,Bottle,100.0,662.0947166760291,50.0
FOOD-2828,Vegetables,Catch_Spices,Box,1000.0,673.8562430587042,150.0
FOOD-5805,Dairy,Fortune,Packet,5000.0,213.63029168952974,50.0
FOOD-1806,Bakery,Amul,Bottle,1000.0,766.6962922476891,
FOOD-8486,Vegetables,Britannia,Packet,100.0,339.11299331230435,150.0
FOOD-9202,Vegetables,Fortune,Packet,1000.0,121.59230909781911,50.0
FOOD-2868,Vegetables,Britannia,Bottle,100.0,477.4544161534617,
FOOD-8878,Dairy,Catch_Spices,Box,250.0,797.3256161957604,700.0
FOOD-6690,Vegetables,Catch_Spices,Packet,500.0,720.4403236778426,50.0
FOOD-8827,Snacks,Amul,Packet,250.0,230.09623263093093,
FOOD-6429,Bakery,Amul,Bottle,5000.0,465.81941350891674,50.0
FOOD-4564,Snacks,Catch_Spices,Packet,250.0,101.14045114468513,50.0
FOOD-2389,Bakery,Britannia,Bottle,250.0,374.8573954263006,
FOOD-8274,Dairy,Amul,Box,100.0,423.2253534760334,50.0
FOOD-1824,Dairy,Fortune,Bottle,1000.0,259.06985568159155,150.0
FOOD-3265,Vegetables,Catch_Spices,Bottle,250.0,392.5077955202344,350.0
FOOD-1936,Dairy,Britannia,Bottle,500.0,736.7513819631272,50.0
FOOD-7402,Snacks,Britannia,Box,500.0,405.1087333719872,50.0
FOOD-4845,Vegetables,Britannia,Bottle,500.0,666.482345348402,150.0
FOOD-2796,Bakery,Fortune,Packet,250.0,260.73843903911273,
FOOD-9245,Vegetables,Catch_Spices,Packet,100.0,777.4093356742605,50.0
FOOD-8214,Bakery,Catch_Spices,Loose_Poly,500.0,83.83595442169653,150.0
FOOD-1726,Snacks,Britannia,Packet,5000.0,472.6134510051715,150.0
FOOD-3736,Bakery,Fortune,Bottle,1000.0,634.0113581817741,50.0
FOOD-2913,Bakery,Catch_Spices,Box,100.0,653.092379185094,
FOOD-8657,Dairy,Amul,Bottle,,166.6420775217631,
FOOD-3466,Bakery,Amul,Packet,250.0,327.3002520611391,50.0
FOOD-8312,Snacks,Catch_Spices,Packet,500.0,503.11497624664145,50.0
FOOD-9194,Bakery,Amul,Packet,250.0,259.54734072020915,50.0
FOOD-8906,Dairy,Amul,Packet,500.0,530.0538520186492,150.0
FOOD-5876,Dairy,Amul,Loose_Poly,1000.0,309.236730337035,350.0
FOOD-8287,Bakery,Amul,Box,250.0,287.1843948423256,700.0
FOOD-1892,Dairy,Amul,Box,100.0,95.37385547742358,150.0
FOOD-5675,Bakery,Amul,Bottle,1000.0,41.00977429390613,50.0
FOOD-2933,Dairy,Catch_Spices,Packet,250.0,669.8662941096237,
FOOD-2380,Vegetables,Fortune,Packet,250.0,396.7401488032986,50.0
FOOD-2290,Dairy,Fortune,Packet,250.0,454.66977523511525,50.0
FOOD-2640,Dairy,Amul,Bottle,250.0,304.0546077974996,700.0
FOOD-8490,Vegetables,Fortune,Bottle,500.0,118.02621592427866,
FOOD-2218,Vegetables,Fortune,Bottle,250.0,365.1618781760531,150.0
FOOD-6016,Dairy,Britannia,Bottle,250.0,190.87609164462327,700.0
FOOD-7881,Vegetables,Amul,Loose_Poly,500.0,671.7696069539963,150.0
FOOD-1954,Vegetables,Britannia,Packet,100.0,789.562945078847,150.0
FOOD-8291,Bakery,Fortune,Bottle,100.0,712.3859470258865,50.0
FOOD-1974,Snacks,Britannia,Packet,500.0,427.33667008124803,
FOOD-5133,Bakery,Fortune,Bottle,1000.0,506.22407869381516,
FOOD-6370,Snacks,Britannia,Packet,100.0,759.0168087639983,150.0
FOOD-4972,Bakery,Britannia,Bottle,100.0,435.5587275350929,
FOOD-6295,Vegetables,Fortune,Packet,500.0,514.4854074003249,50.0
FOOD-9228,Bakery,Amul,Packet,500.0,507.0913079564393,50.0
FOOD-4020,Bakery,Britannia,Box,250.0,569.4157099318475,50.0
FOOD-9987,Dairy,Catch_Spices,Packet,100.0,515.8252286668719,50.0
FOOD-5036,Vegetables,Fortune,Packet,100.0,539.8572644639024,700.0
FOOD-6068,Bakery,Amul,Bottle,500.0,583.4566330639107,
FOOD-6233,Vegetables,Amul,Bottle,250.0,649.1883914376796,50.0
FOOD-1317,Dairy,Britannia,Box,1000.0,328.41342571777324,50.0
FOOD-3396,Vegetables,Catch_Spices,Bottle,250.0,599.2088475658568,50.0
FOOD-3162,Dairy,Britannia,Packet,500.0,89.1609697316302,50.0
FOOD-3745,Dairy,Britannia,Packet,1000.0,702.1886244708076,150.0
FOOD-2591,Vegetables,Amul,Box,100.0,239.1350032482615,150.0
FOOD-7183,Dairy,Fortune,Packet,250.0,328.7336481289541,
FOOD-4930,Dairy,Fortune,Box,100.0,644.8522259994317,150.0
FOOD-2312,Bakery,Catch_Spices,Packet,250.0,513.2197600918946,350.0
FOOD-5311,Bakery,Amul,Box,100.0,253.81611198242283,
FOOD-8314,Dairy,Fortune,Loose_Poly,100.0,188.0652977884658,50.0
FOOD-3383,Bakery,Britannia,Bottle,1000.0,766.594414481366,50.0
FOOD-4239,Vegetables,Britannia,Bottle,500.0,79.34332521495358,
FOOD-3139,Vegetables,Fortune,Bottle,1000.0,13.424735801379608,50.0
FOOD-2704,Vegetables,Amul,Bottle,250.0,541.6185728062168,
FOOD-7924,Dairy,Amul,Bottle,250.0,495.43479739518955,350.0
FOOD-1362,Vegetables,Fortune,Packet,,592.7150307319092,50.0
FOOD-3604,Vegetables,Britannia,Bottle,250.0,587.990726971147,700.0
FOOD-5286,Bakery,Amul,Packet,250.0,691.9747105401583,
FOOD-4738,Bakery,Britannia,Packet,,738.4657864226809,
FOOD-3469,Dairy,Britannia,Bottle,500.0,622.2694247237299,50.0
FOOD-5795,Vegetables,Catch_Spices,Packet,100.0,193.51131328145644,150.0
FOOD-7150,Dairy,Amul,Box,250.0,376.1619808561896,50.0
FOOD-1556,Dairy,Fortune,Box,250.0,516.9550401181523,150.0
FOOD-3808,Bakery,Amul,Loose_Poly,99999.0,436.0985623873462,50.0
FOOD-6150,Vegetables,Amul,Bottle,100.0,135.5290348233535,
FOOD-8561,Bakery,Amul,Bottle,250.0,475.52569419299607,150.0
FOOD-3719,Bakery,Catch_Spices,Packet,250.0,710.3576330528407,150.0
FOOD-7506,Vegetables,Amul,Bottle,100.0,340.62860637942714,
FOOD-4741,Snacks,Fortune,Packet,500.0,538.4569313039688,
FOOD-4998,Dairy,Britannia,Packet,100.0,496.58808615830714,50.0
FOOD-3403,Vegetables,Catch_Spices,Box,100.0,307.8640781150677,50.0
FOOD-9780,Dairy,Fortune,Packet,100.0,456.564253646314,150.0
FOOD-1294,Vegetables,Fortune,Packet,1000.0,176.0675067801002,50.0
FOOD-6343,Vegetables,Catch_Spices,Box,100.0,441.4247343691981,150.0
FOOD-2136,Dairy,Britannia,Packet,250.0,641.0753764873996,150.0
FOOD-3064,Bakery,Fortune,Packet,100.0,609.5687379771003,150.0
FOOD-8009,Snacks,Amul,Packet,100.0,292.7840943475866,50.0
FOOD-5543,Bakery,Amul,Box,100.0,98.54732056614193,150.0
FOOD-2007,Vegetables,Britannia,Bottle,250.0,641.9546263814941,150.0
FOOD-6445,Bakery,Britannia,Bottle,100.0,219.38088070067303,150.0
FOOD-6352,Dairy,Britannia,Packet,100.0,51.90457609753349,150.0
FOOD-2435,Bakery,Britannia,Bottle,1000.0,361.70243857064224,
FOOD-1571,Bakery,Amul,Bottle,250.0,594.1817183417726,50.0
FOOD-3382,Bakery,Britannia,Packet,100.0,648.7097389864582,50.0
FOOD-6084,Dairy,Amul,Bottle,250.0,785.9396978853279,
FOOD-1277,Bakery,Catch_Spices,Bottle,100.0,159.63207038379758,150.0
FOOD-8059,Vegetables,Catch_Spices,Bottle,250.0,242.0979318638209,50.0
FOOD-2887,Snacks,Catch_Spices,Bottle,250.0,491.4974937988028,50.0
FOOD-2265,Vegetables,Amul,Packet,100.0,650.9615207216597,50.0
FOOD-8491,Vegetables,Britannia,Bottle,100.0,194.91926678156895,50.0
FOOD-2040,Vegetables,Catch_Spices,Bottle,250.0,333.83241579526975,
FOOD-9073,Bakery,Catch_Spices,Bottle,1000.0,332.63652807746877,
FOOD-3752,Dairy,Fortune,Bottle,100.0,620.6200191476737,150.0
FOOD-9213,Dairy,Britannia,Box,100.0,200.3364424863479,50.0
FOOD-5569,Snacks,Britannia,Box,250.0,775.3192582097828,
FOOD-7353,Snacks,Fortune,Bottle,250.0,413.26641198201526,50.0
FOOD-3353,Vegetables,Amul,Box,100.0,232.8328009181981,50.0
FOOD-8437,Vegetables,Britannia,Packet,100.0,234.5844071776044,
FOOD-5799,Bakery,Fortune,Box,100.0,24.456989496136682,50.0
FOOD-1686,Snacks,Fortune,Bottle,100.0,557.0204036974692,
FOOD-9476,Dairy,Britannia,Packet,250.0,622.9991591137223,
FOOD-5811,Dairy,Britannia,Packet,,35.61794060971478,150.0
FOOD-9954,Vegetables,Catch_Spices,Packet,500.0,472.8882859134531,50.0
FOOD-6346,Bakery,Britannia,Packet,-200.0,0.0,50.0
FOOD-6043,Dairy,Fortune,Packet,500.0,307.22963822889176,50.0
FOOD-3428,Dairy,Fortune,Packet,250.0,351.86585045520485,350.0
FOOD-6126,Vegetables,Fortune,Box,500.0,295.6836709305908,150.0
FOOD-9220,Snacks,Fortune,Packet,250.0,259.3640676675144,50.0
FOOD-8813,Dairy,Britannia,Packet,1000.0,398.0019616850174,
FOOD-4356,Vegetables,Britannia,Box,500.0,141.2195215052474,
FOOD-9707,Dairy,Britannia,Packet,500.0,358.14326817316856,150.0
FOOD-8266,Bakery,Amul,Box,100.0,754.0418481750423,50.0
FOOD-7540,Dairy,Amul,Bottle,250.0,31.64765725979847,
FOOD-1038,Bakery,Amul,Packet,250.0,140.14729852389272,350.0
FOOD-4342,Dairy,Catch_Spices,Packet,,624.3848886106725,50.0
FOOD-3844,Snacks,Amul,Packet,250.0,114.32510103183222,50.0
FOOD-2098,Vegetables,Amul,Packet,250.0,224.31191060716893,150.0
FOOD-8027,Vegetables,Amul,Packet,250.0,369.3227499950411,150.0
FOOD-2823,Vegetables,Britannia,Packet,1000.0,755.0981835364727,150.0
FOOD-4155,Bakery,Amul,Packet,100.0,154.96593796981986,150.0
FOOD-4093,Dairy,Britannia,Bottle,100.0,739.23682926341,350.0
FOOD-6658,Bakery,Amul,Packet,1000.0,577.6343650431535,350.0
FOOD-4778,Bakery,Fortune,Box,1000.0,540.2044802771059,50.0
FOOD-3896,Dairy,Catch_Spices,Packet,250.0,581.5985939995253,50.0
FOOD-1988,Snacks,Catch_Spices,Box,100.0,34.68482898577658,
FOOD-5116,Vegetables,Britannia,Packet,250.0,88.13120624492026,150.0
FOOD-7446,Bakery,Britannia,Box,100.0,274.52480770478047,
FOOD-5179,Dairy,Britannia,Packet,1000.0,68.43435118745535,50.0
FOOD-2682,Dairy,Amul,Bottle,500.0,790.1958705013834,
FOOD-6626,Bakery,Britannia,Packet,100.0,468.52564443469026,50.0
FOOD-8424,Dairy,Amul,Bottle,1000.0,395.0015002029574,150.0
FOOD-1933,Vegetables,Fortune,Packet,500.0,630.5543100702446,
FOOD-4598,Dairy,Amul,Bottle,5000.0,781.7977733814719,150.0
FOOD-2980,Dairy,Britannia,Packet,-200.0,0.0,50.0
FOOD-4056,Bakery,Britannia,Bottle,,636.5212589830699,50.0
FOOD-9984,Dairy,Britannia,Packet,100.0,307.9676471990924,350.0
FOOD-1791,Snacks,Fortune,Packet,250.0,62.107998346546296,50.0
FOOD-6390,Dairy,Britannia,Bottle,5000.0,87.71781240597412,50.0
FOOD-7635,Dairy,Britannia,Loose_Poly,99999.0,10.91034922772411,700.0
FOOD-3255,Bakery,Britannia,Bottle,250.0,11.50324614763616,50.0
FOOD-4610,Dairy,Amul,Bottle,100.0,749.7732211574349,150.0
FOOD-2607,Snacks,Britannia,Bottle,100.0,742.3434056739243,150.0
FOOD-6179,Bakery,Catch_Spices,Bottle,500.0,537.3675017667937,50.0
FOOD-7573,Dairy,Catch_Spices,Packet,250.0,584.074612134039,50.0
FOOD-1984,Vegetables,Fortune,Packet,250.0,415.43468075352985,
FOOD-6776,Dairy,Amul,Box,250.0,197.8953823097826,50.0
FOOD-4676,Vegetables,Amul,Bottle,500.0,732.3641887959592,50.0
FOOD-4380,Bakery,Britannia,Bottle,1000.0,229.37625921388653,50.0
FOOD-9711,Vegetables,Catch_Spices,Bottle,250.0,594.3402961502113,150.0
FOOD-9782,Vegetables,Fortune,Packet,100.0,203.89419093186493,150.0
FOOD-2050,Vegetables,Catch_Spices,Packet,500.0,697.4172502588505,150.0
FOOD-4633,Vegetables,Britannia,Bottle,1000.0,524.47915319613,
FOOD-7342,Vegetables,Amul,Packet,250.0,517.7290662398183,
FOOD-1959,Bakery,Amul,Packet,100.0,86.92011702611676,
FOOD-7059,Bakery,Amul,Bottle,100.0,341.3804335036693,700.0
FOOD-9884,Bakery,Britannia,Loose_Poly,100.0,424.67772096418344,150.0
FOOD-6655,Bakery,Amul,Packet,100.0,242.28866784477697,350.0
FOOD-5473,Vegetables,Fortune,Bottle,250.0,705.9699433484379,50.0
FOOD-3946,Bakery,Britannia,Packet,100.0,671.7592537938652,50.0
FOOD-8725,Vegetables,Amul,Packet,500.0,399.96052075059873,50.0
FOOD-1526,Vegetables,Amul,Box,100.0,278.6246500888508,50.0
FOOD-4224,Dairy,Amul,Box,100.0,643.2183948844591,150.0
FOOD-2875,Vegetables,Fortune,Packet,250.0,165.54424355757862,50.0
FOOD-2763,Bakery,Britannia,Bottle,250.0,66.49788892396988,150.0
FOOD-9712,Dairy,Amul,Packet,100.0,46.1112839968387,150.0
FOOD-6797,Bakery,Catch_Spices,Box,1000.0,40.559776109420184,50.0
FOOD-8099,Dairy,Britannia,Packet,100.0,396.22203861144095,350.0
FOOD-6109,Vegetables,Britannia,Box,250.0,211.69777251849456,50.0
FOOD-7644,Bakery,Fortune,Bottle,250.0,555.3963458759384,150.0
FOOD-1116,Vegetables,Fortune,Packet,1000.0,526.5743434919992,150.0
FOOD-3433,Dairy,Britannia,Box,250.0,438.19580564377964,50.0
FOOD-6463,Vegetables,Britannia,Loose_Poly,250.0,288.74619232809073,50.0
FOOD-1583,Dairy,Amul,Packet,250.0,681.8604335387269,150.0
FOOD-9586,Bakery,Fortune,Box,250.0,570.6651751070423,
FOOD-4788,Dairy,Britannia,Box,500.0,224.50563798501025,700.0
FOOD-5167,Snacks,Fortune,Box,100.0,406.33404322767285,
FOOD-9465,Bakery,Catch_Spices,Loose_Poly,1000.0,133.45425497116798,50.0
FOOD-2389,Bakery,Catch_Spices,Bottle,100.0,269.7332699705067,350.0
FOOD-9357,Bakery,Amul,Bottle,99999.0,797.7407444621916,
FOOD-7154,Vegetables,Amul,Box,250.0,186.83693401108482,
FOOD-6420,Bakery,Amul,Bottle,1000.0,561.6588610173294,150.0
FOOD-9920,Vegetables,Fortune,Bottle,250.0,198.35073016385238,50.0
FOOD-3043,Vegetables,Amul,Packet,100.0,751.126285814591,
FOOD-5197,Snacks,Amul,Box,100.0,255.00494754239034,
FOOD-4496,Dairy,Amul,Bottle,1000.0,283.8843689709003,150.0
FOOD-1778,Dairy,Amul,Bottle,250.0,479.1492207222879,50.0
FOOD-1213,Vegetables,Amul,Bottle,250.0,474.60829918079844,150.0
FOOD-4762,Dairy,Amul,Packet,100.0,467.470347939772,50.0
FOOD-7731,Vegetables,Britannia,Packet,5000.0,462.8711880409302,50.0
FOOD-4117,Vegetables,Amul,Bottle,100.0,256.6276460389648,
FOOD-6791,Vegetables,Amul,Bottle,100.0,353.18407643744797,350.0
FOOD-9783,Dairy,Fortune,Box,1000.0,478.81242008137184,50.0
FOOD-3720,Dairy,Fortune,Bottle,1000.0,540.3033976970215,
FOOD-9905,Vegetables,Amul,Loose_Poly,100.0,209.97192068363992,
FOOD-7047,Bakery,Amul,Packet,1000.0,564.1652987453233,50.0
FOOD-9032,Vegetables,Fortune,Loose_Poly,100.0,739.388237588983,50.0
FOOD-1001,Bakery,Amul,Packet,100.0,608.762885641593,
FOOD-7368,Snacks,Amul,Bottle,1000.0,76.54391422995016,50.0
FOOD-2949,Bakery,Amul,Bottle,500.0,380.60971387111664,150.0
FOOD-7732,Bakery,Amul,Packet,100.0,353.8584300758688,50.0
FOOD-8833,Snacks,Britannia,Packet,100.0,275.83761649442823,
FOOD-1917,Dairy,Catch_Spices,Packet,100.0,398.14291052337256,
FOOD-4174,Bakery,Fortune,Box,500.0,357.3106809859042,50.0
FOOD-8014,Bakery,Britannia,Packet,5000.0,14.874676962214725,
FOOD-1089,Dairy,Britannia,Loose_Poly,100.0,196.8786696927352,
FOOD-2709,Vegetables,Britannia,Packet,1000.0,178.88789477305437,150.0
FOOD-4041,Snacks,Britannia,Loose_Poly,100.0,285.91503758181165,50.0
FOOD-1105,Bakery,Amul,Packet,500.0,147.82082596220098,50.0
FOOD-9619,Vegetables,Britannia,Packet,100.0,63.563140532094465,50.0
FOOD-2895,Dairy,Catch_Spices,Packet,250.0,165.3241554776601,150.0
FOOD-7090,Bakery,Amul,Box,100.0,684.8075612713774,
FOOD-9508,Dairy,Fortune,Bottle,1000.0,639.661079282978,
FOOD-7082,Dairy,Britannia,Packet,100.0,359.2559959663384,
FOOD-1634,Bakery,Britannia,Packet,250.0,703.4738768432231,350.0
FOOD-2925,Dairy,Amul,Packet,1000.0,193.8058383154193,50.0
FOOD-3056,Dairy,Britannia,Bottle,250.0,471.5252215473931,
FOOD-7917,Bakery,Fortune,Packet,100.0,122.91065168166467,
FOOD-4144,Bakery,Britannia,Box,250.0,668.3865447440179,150.0
FOOD-1552,Dairy,Amul,Bottle,1000.0,113.15943041856349,
FOOD-9907,Dairy,Amul,Box,250.0,35.16952559297012,150.0
FOOD-6383,Dairy,Britannia,Bottle,100.0,226.02094175387427,350.0
FOOD-4911,Snacks,Britannia,Packet,250.0,721.7387205841485,
FOOD-4389,Vegetables,Britannia,Loose_Poly,5000.0,112.27109472189015,
FOOD-9442,Vegetables,Catch_Spices,Packet,100.0,271.2295122694763,
FOOD-3430,Dairy,Fortune,Bottle,250.0,259.9678444796322,
FOOD-1458,Bakery,Britannia,Box,500.0,643.3005565365439,150.0
FOOD-1207,Vegetables,Amul,Packet,100.0,343.00506582621944,
FOOD-1899,Vegetables,Amul,Packet,250.0,493.13796919559985,50.0
FOOD-1021,Vegetables,Britannia,Packet,1000.0,329.4625746079716,50.0
FOOD-9601,Bakery,Fortune,Packet,,445.6510419581265,350.0
FOOD-1894,Vegetables,Fortune,Packet,500.0,59.32817197377106,50.0
FOOD-1514,Dairy,Britannia,Packet,1000.0,305.4832561307066,
FOOD-8294,Dairy,Amul,Packet,100.0,685.5336118145634,50.0
FOOD-5904,Bakery,Catch_Spices,Box,100.0,555.943374913971,150.0
FOOD-8867,Dairy,Catch_Spices,Bottle,1000.0,785.6449448758298,
FOOD-5109,Vegetables,Britannia,Bottle,500.0,632.4564345271531,
FOOD-8179,Dairy,Amul,Bottle,100.0,366.6926747645015,700.0
FOOD-2560,Snacks,Britannia,Box,100.0,544.2615615826388,
FOOD-2266,Dairy,Catch_Spices,Box,500.0,622.9718037937483,
FOOD-4638,Snacks,Britannia,Box,250.0,223.0500913378595,150.0
FOOD-9941,Bakery,Fortune,Box,250.0,57.41413358631157,
FOOD-4427,Vegetables,Amul,Packet,5000.0,330.61934171885315,
FOOD-5780,Bakery,Amul,Bottle,250.0,124.29179806098703,
FOOD-2927,Vegetables,Amul,Bottle,1000.0,229.0204846123765,150.0
FOOD-3356,Dairy,Catch_Spices,Bottle,500.0,758.0079414245653,700.0
FOOD-5790,Vegetables,Britannia,Bottle,100.0,679.1952486457897,50.0
FOOD-1306,Vegetables,Fortune,Packet,500.0,478.0464293084516,
FOOD-8979,Snacks,Amul,Packet,250.0,326.9927981605741,
FOOD-4665,Vegetables,Catch_Spices,Loose_Poly,100.0,218.8209845642027,50.0
FOOD-8057,Bakery,Fortune,Bottle,100.0,461.45204097774666,150.0
FOOD-1661,Vegetables,Amul,Packet,250.0,431.1965972415851,150.0
FOOD-5644,Vegetables,Catch_Spices,Packet,500.0,626.8168386214111,50.0
FOOD-9503,Bakery,Amul,Bottle,5000.0,743.1359491236052,700.0
FOOD-3920,Dairy,Amul,Bottle,1000.0,269.860468050715,
FOOD-9946,Bakery,Amul,Bottle,100.0,172.97471749786737,
FOOD-7236,Vegetables,Catch_Spices,Packet,500.0,328.21169659710705,150.0
FOOD-7078,Dairy,Catch_Spices,Packet,,355.6576289064312,50.0
FOOD-1352,Bakery,Amul,Packet,100.0,41.49752869264633,50.0
FOOD-8005,Dairy,Fortune,Bottle,100.0,690.740260437623,50.0
FOOD-1158,Dairy,Britannia,Packet,250.0,796.5179475473213,50.0
FOOD-1956,Snacks,Fortune,Packet,100.0,739.3348672421027,50.0
FOOD-3071,Bakery,Amul,Bottle,250.0,689.9253337946592,350.0
FOOD-9595,Snacks,Britannia,Box,100.0,794.1542397330375,
FOOD-4453,Bakery,Britannia,Packet,250.0,727.1686612601601,50.0
FOOD-7675,Bakery,Amul,Box,1000.0,553.8104203872206,
FOOD-1955,Vegetables,Amul,Loose_Poly,99999.0,141.73775253001247,150.0
FOOD-7295,Dairy,Britannia,Loose_Poly,500.0,133.51659743612558,
FOOD-2712,Bakery,Amul,Box,250.0,48.53599978504864,150.0
FOOD-5703,Vegetables,Catch_Spices,Box,500.0,335.34638507821694,
FOOD-7563,Vegetables,Amul,Packet,500.0,648.9710209011029,50.0
FOOD-6631,Vegetables,Catch_Spices,Bottle,500.0,397.3337963911393,150.0
FOOD-2394,Vegetables,Amul,Bottle,100.0,299.3941475121501,50.0
FOOD-5732,Snacks,Amul,Bottle,250.0,96.2963327170123,50.0
FOOD-4714,Bakery,Amul,Bottle,250.0,50.88511418156466,150.0
FOOD-1529,Dairy,Fortune,Bottle,250.0,325.35152330464973,
FOOD-3958,Vegetables,Fortune,Loose_Poly,250.0,88.94105034514861,350.0
FOOD-8904,Bakery,Amul,Packet,500.0,91.8030564630064,
FOOD-4591,Dairy,Amul,Packet,500.0,322.32525572681055,150.0
FOOD-7895,Snacks,Britannia,Bottle,,407.2463306371457,150.0
FOOD-1525,Dairy,Britannia,Packet,100.0,157.47948070986692,50.0
FOOD-7477,Vegetables,Fortune,Bottle,500.0,550.8621921457452,
FOOD-1001,Dairy,Amul,Packet,100.0,340.7666805394206,
FOOD-1374,Snacks,Britannia,Bottle,100.0,82.61880481358568,700.0
FOOD-5648,Bakery,Fortune,Bottle,1000.0,513.256958404545,150.0
FOOD-3365,Bakery,Catch_Spices,Packet,250.0,291.98640676915966,50.0
FOOD-2525,Vegetables,Britannia,Packet,1000.0,51.333966890250316,50.0
FOOD-2646,Bakery,Amul,Packet,1000.0,758.9054479370818,
FOOD-1013,Bakery,Amul,Packet,1000.0,461.245596113479,150.0
FOOD-5599,Vegetables,Britannia,Bottle,,387.3990915342035,350.0
FOOD-3278,Dairy,Britannia,Bottle,100.0,688.7185419345294,
