Account_ID,Internal_Risk_Grade,Loan_Purpose,Customer_Debt_To_Income_Ratio,Loan_Default_Status,Requested_Amount_Raw
ACC-723510,Class-B,Home Improvement,12.5,1," $27,768.00 "
ACC-932830,Class-B,Major Purchase,12.5,0," $42,938.00 "
ACC-121537,Class-B,Small Business,24.8,0," $6,119.00 "
ACC-192450,UNKNOWN,Small Business,12.5,0," $13,877.00 "
ACC-709074,Class-A,Home Improvement,55.0,0," $16,618.00 "
ACC-689988,Class-C,Debt Consolidation,38.2,0," $44,759.00 "
ACC-264122,Class-A,N/A,24.8,0," $9,623.00 "
ACC-945413,Class-A,Debt Consolidation,24.8,0," $23,490.00 "
ACC-113619,Class-A,Home Improvement,,0," $30,367.00 "
ACC-672867,Class-B,Debt Consolidation,24.8,0," $40,053.00 "
ACC-425018,Class-C,Debt Consolidation,24.8,0," $14,472.00 "
ACC-937753,Class-A,Debt Consolidation,55.0,0," $35,833.00 "
ACC-651826,Class-A,Major Purchase,24.8,0," $31,621.00 "
ACC-485252,Class-B,N/A,12.5,0," $33,165.00 "
ACC-505932,Class-B,N/A,12.5,0," $30,421.00 "
ACC-764501,Class-B,Debt Consolidation,24.8,0," $17,427.00 "
ACC-372111,Class-B,Debt Consolidation,55.0,0," $39,220.00 "
ACC-612045,UNKNOWN,Home Improvement,55.0,0," $19,587.00 "
ACC-180255,Class-B,Home Improvement,55.0,0," $41,907.00 "
ACC-174350,Class-A,Major Purchase,12.5,0," $24,625.00 "
ACC-217270,Class-B,Debt Consolidation,38.2,0," $38,941.00 "
ACC-521525,Class-A,Home Improvement,38.2,0," $42,147.00 "
ACC-666916,Class-A,Debt Consolidation,24.8,0," $16,043.00 "
ACC-361909,Class-A,Major Purchase,24.8,1," $42,954.00 "
ACC-650347,Class-A,Debt Consolidation,12.5,1," $23,306.00 "
ACC-216835,Class-B,Home Improvement,55.0,0," $29,051.00 "
ACC-412926,Class-A,Small Business,12.5,0," $18,122.00 "
ACC-234917,Class-A,Major Purchase,38.2,0," $25,714.00 "
ACC-487204,Class-B,Debt Consolidation,12.5,0," $34,969.00 "
ACC-647584,Class-B,Debt Consolidation,99.9,0," $32,880.00 "
ACC-335017,Class-A,Debt Consolidation,24.8,0," $16,077.00 "
ACC-956547,Class-B,Home Improvement,12.5,1," $33,260.00 "
ACC-926215,Class-A,N/A,24.8,0," $41,521.00 "
ACC-954387,Class-C,Major Purchase,12.5,0," $10,549.00 "
ACC-131603,Class-B,Debt Consolidation,55.0,0," $39,521.00 "
ACC-124364,Class-B,Debt Consolidation,38.2,0," $32,632.00 "
ACC-818583,Class-C,Home Improvement,12.5,0," $32,404.00 "
ACC-804107,Class-B,Debt Consolidation,24.8,0," $35,295.00 "
ACC-851087,Class-A,Debt Consolidation,55.0,0," $44,691.00 "
ACC-771466,Class-A,Debt Consolidation,-1.5,0," $40,793.00 "
ACC-164687,Class-A,Debt Consolidation,38.2,0," $9,000.00 "
ACC-460881,Class-C,Debt Consolidation,24.8,0," $44,511.00 "
ACC-819092,Class-A,Debt Consolidation,38.2,1," $6,351.00 "
ACC-868656,Class-A,Small Business,99.9,0," $22,848.00 "
ACC-358559,Class-B,Home Improvement,24.8,0," $11,582.00 "
ACC-938027,Class-C,Debt Consolidation,38.2,0," $21,567.00 "
ACC-370869,Class-A,Home Improvement,24.8,0," $13,345.00 "
ACC-127024,Class-C,Home Improvement,24.8,1," $6,071.00 "
ACC-311331,Class-C,Small Business,99.9,0," $6,235.00 "
ACC-103224,Class-B,Debt Consolidation,24.8,0," $41,280.00 "
ACC-683403,Class-A,Debt Consolidation,24.8,0," $9,958.00 "
ACC-785736,Class-B,Major Purchase,,0," $24,474.00 "
ACC-672832,Class-B,Home Improvement,38.2,0," $8,164.00 "
ACC-838718,Class-B,Home Improvement,38.2,0," $25,602.00 "
ACC-880354,Class-B,Debt Consolidation,24.8,0," $12,109.00 "
ACC-356460,Class-A,Debt Consolidation,,0," $29,544.00 "
ACC-156327,Class-A,Home Improvement,,0," $19,891.00 "
ACC-548856,Class-C,Debt Consolidation,24.8,0," $8,448.00 "
ACC-511274,Class-B,Debt Consolidation,12.5,0," $10,650.00 "
ACC-656902,Class-B,Debt Consolidation,12.5,0," $28,749.00 "
ACC-112291,Class-C,Debt Consolidation,24.8,0," $10,384.00 "
ACC-895940,Class-B,Major Purchase,55.0,0," $31,475.00 "
ACC-607556,Class-C,Debt Consolidation,12.5,1," $36,170.00 "
ACC-734456,Class-A,Debt Consolidation,99.9,0," $18,807.00 "
ACC-521882,Class-A,Debt Consolidation,-1.5,0," $41,509.00 "
ACC-867709,Class-C,Debt Consolidation,55.0,0," $26,239.00 "
ACC-709490,Class-C,Major Purchase,12.5,0," $29,682.00 "
ACC-906204,Class-A,Home Improvement,24.8,0," $7,147.00 "
ACC-383846,Class-A,Debt Consolidation,12.5,0," $35,575.00 "
ACC-932553,Class-B,Home Improvement,24.8,0," $28,639.00 "
ACC-929558,Class-A,Home Improvement,,0," $19,127.00 "
ACC-683784,Class-B,Small Business,24.8,0," $21,731.00 "
ACC-757422,Class-C,Debt Consolidation,55.0,0," $23,519.00 "
ACC-644184,Class-A,Debt Consolidation,55.0,0," $27,642.00 "
ACC-579063,Class-B,Home Improvement,24.8,1," $25,676.00 "
ACC-798759,Class-A,Debt Consolidation,24.8,0," $44,227.00 "
ACC-800653,Class-B,Small Business,24.8,0," $23,102.00 "
ACC-701056,Class-B,Small Business,55.0,0," $31,529.00 "
ACC-627426,Class-A,Debt Consolidation,55.0,0," $35,634.00 "
ACC-745641,Class-C,Debt Consolidation,24.8,0," $26,903.00 "
ACC-255957,Class-C,Small Business,12.5,0," $42,671.00 "
ACC-381970,Class-A,Home Improvement,24.8,0," $28,906.00 "
ACC-815726,Class-C,Debt Consolidation,12.5,0," $26,888.00 "
ACC-612546,Class-A,Debt Consolidation,12.5,0," $36,429.00 "
ACC-810960,Class-A,Home Improvement,12.5,1," $27,001.00 "
ACC-786964,Class-A,Home Improvement,12.5,0," $44,258.00 "
ACC-762710,Class-B,Small Business,12.5,0," $35,690.00 "
ACC-566225,Class-A,Small Business,24.8,1," $26,271.00 "
ACC-819952,,Debt Consolidation,,0," $24,022.00 "
ACC-592007,Class-B,Small Business,24.8,0," $20,328.00 "
ACC-557889,UNKNOWN,Debt Consolidation,38.2,0," $33,119.00 "
ACC-290614,Class-C,Major Purchase,24.8,1," $9,866.00 "
ACC-961259,Class-B,Debt Consolidation,12.5,1," $27,899.00 "
ACC-475924,Class-B,Debt Consolidation,12.5,0," $25,315.00 "
ACC-968119,Class-B,Home Improvement,12.5,0," $40,043.00 "
ACC-852039,Class-B,Debt Consolidation,12.5,0," $18,327.00 "
ACC-809491,Class-A,Debt Consolidation,24.8,0," $26,490.00 "
ACC-334509,Class-B,Home Improvement,-1.5,0," $9,253.00 "
ACC-407703,Class-B,Small Business,24.8,0," $12,849.00 "
ACC-371429,Class-B,Debt Consolidation,24.8,0," $25,425.00 "
ACC-953580,UNKNOWN,Home Improvement,38.2,0," $10,334.00 "
ACC-473242,Class-B,Small Business,24.8,0," $30,390.00 "
ACC-375667,Class-A,Home Improvement,38.2,0," $15,418.00 "
ACC-912033,Class-A,Major Purchase,12.5,0," $32,755.00 "
ACC-177709,UNKNOWN,Debt Consolidation,38.2,0," $29,682.00 "
ACC-203577,Class-A,Home Improvement,24.8,0," $37,184.00 "
ACC-541253,Class-A,Debt Consolidation,12.5,0," $22,003.00 "
ACC-480116,Class-A,Debt Consolidation,24.8,0," $12,634.00 "
ACC-814197,Class-A,Debt Consolidation,12.5,1," $32,642.00 "
ACC-167948,Class-A,N/A,-1.5,1," $38,581.00 "
ACC-498551,Class-C,Debt Consolidation,12.5,0," $31,048.00 "
ACC-812811,Class-A,Debt Consolidation,55.0,0," $41,441.00 "
ACC-551827,Class-B,Small Business,38.2,0," $33,931.00 "
ACC-376530,Class-A,Debt Consolidation,55.0,0," $12,110.00 "
ACC-384453,Class-B,Small Business,24.8,1," $34,430.00 "
ACC-484688,Class-B,Debt Consolidation,55.0,0," $16,450.00 "
ACC-497955,Class-A,Debt Consolidation,38.2,0," $14,632.00 "
ACC-974430,Class-A,Debt Consolidation,12.5,0," $13,149.00 "
ACC-273189,Class-A,Small Business,12.5,0," $14,891.00 "
ACC-894911,Class-A,Debt Consolidation,,1," $43,550.00 "
ACC-833357,Class-A,Debt Consolidation,24.8,0," $6,922.00 "
ACC-876150,Class-B,Debt Consolidation,24.8,0," $12,755.00 "
ACC-557206,,Debt Consolidation,,0," $35,685.00 "
ACC-951927,Class-B,Debt Consolidation,38.2,0," $42,696.00 "
ACC-335550,Class-A,Debt Consolidation,12.5,0," $33,907.00 "
ACC-738804,,Debt Consolidation,,0," $12,680.00 "
ACC-386646,Class-C,Home Improvement,12.5,0," $19,727.00 "
ACC-689889,Class-A,Debt Consolidation,24.8,1," $36,656.00 "
ACC-742378,Class-B,Debt Consolidation,38.2,0," $32,705.00 "
ACC-454535,UNKNOWN,Major Purchase,12.5,0," $20,777.00 "
ACC-439404,Class-C,Debt Consolidation,12.5,0," $19,665.00 "
ACC-991396,Class-A,Major Purchase,55.0,0," $20,408.00 "
ACC-366892,Class-A,Debt Consolidation,55.0,0," $23,792.00 "
ACC-416098,Class-C,Home Improvement,12.5,0," $35,892.00 "
ACC-299398,Class-B,Debt Consolidation,12.5,1," $18,202.00 "
ACC-699628,Class-B,Debt Consolidation,38.2,0," $10,726.00 "
ACC-886487,UNKNOWN,Debt Consolidation,,0," $42,924.00 "
ACC-993803,Class-A,Small Business,24.8,0," $11,321.00 "
ACC-100218,Class-B,Debt Consolidation,55.0,0," $14,891.00 "
ACC-336540,Class-B,N/A,,0," $36,901.00 "
ACC-851357,Class-C,Debt Consolidation,24.8,0," $15,615.00 "
ACC-293943,Class-B,Debt Consolidation,12.5,0," $30,586.00 "
ACC-102990,Class-B,Small Business,24.8,0," $24,052.00 "
ACC-332663,UNKNOWN,Debt Consolidation,12.5,0," $35,686.00 "
ACC-162697,Class-B,N/A,12.5,0," $13,854.00 "
ACC-215511,Class-B,Major Purchase,,0," $33,134.00 "
ACC-754983,Class-A,Major Purchase,24.8,0," $16,667.00 "
ACC-755408,Class-A,Home Improvement,55.0,0," $8,269.00 "
ACC-998524,Class-C,Major Purchase,24.8,0," $21,803.00 "
ACC-536870,UNKNOWN,Major Purchase,12.5,0," $36,003.00 "
ACC-413250,Class-A,Small Business,24.8,0," $15,084.00 "
ACC-732930,Class-A,Debt Consolidation,12.5,0," $24,578.00 "
ACC-809981,Class-B,Small Business,55.0,0," $41,147.00 "
ACC-648237,Class-B,Home Improvement,24.8,0," $30,184.00 "
ACC-753904,Class-A,Small Business,99.9,0," $17,918.00 "
ACC-948269,Class-B,Home Improvement,,0," $11,929.00 "
ACC-237615,Class-A,Debt Consolidation,24.8,0," $15,363.00 "
ACC-667363,Class-B,Debt Consolidation,24.8,1," $43,915.00 "
ACC-329795,Class-B,Debt Consolidation,12.5,0," $10,370.00 "
ACC-741793,Class-A,Debt Consolidation,12.5,0," $19,264.00 "
ACC-415150,UNKNOWN,Small Business,55.0,0," $7,580.00 "
ACC-475510,Class-A,Major Purchase,24.8,0," $36,049.00 "
ACC-307856,UNKNOWN,Home Improvement,55.0,0," $18,895.00 "
ACC-595858,Class-A,Home Improvement,24.8,0," $31,866.00 "
ACC-331446,Class-B,Major Purchase,12.5,0," $35,729.00 "
ACC-465962,Class-A,Debt Consolidation,,0," $9,018.00 "
ACC-972077,Class-B,Debt Consolidation,12.5,0," $13,029.00 "
ACC-212675,Class-B,Home Improvement,24.8,0," $5,461.00 "
ACC-567927,Class-A,Debt Consolidation,24.8,0," $22,795.00 "
ACC-197498,Class-B,Home Improvement,,0," $39,948.00 "
ACC-587330,Class-B,Home Improvement,12.5,0," $25,568.00 "
ACC-265377,Class-B,Home Improvement,12.5,0," $24,722.00 "
ACC-216617,Class-C,Small Business,24.8,0," $30,752.00 "
ACC-652285,Class-A,Debt Consolidation,55.0,1," $21,713.00 "
ACC-207240,Class-A,Home Improvement,-1.5,0," $38,992.00 "
ACC-899163,Class-C,Small Business,24.8,0," $44,600.00 "
ACC-628662,UNKNOWN,Debt Consolidation,55.0,0," $25,863.00 "
ACC-728724,Class-C,Home Improvement,99.9,0," $38,966.00 "
ACC-471798,Class-A,Debt Consolidation,24.8,0," $30,213.00 "
ACC-656120,Class-C,Home Improvement,24.8,0," $39,724.00 "
ACC-756428,Class-B,N/A,55.0,0," $29,918.00 "
ACC-781638,Class-C,Major Purchase,38.2,0," $40,695.00 "
ACC-107434,Class-B,Debt Consolidation,24.8,0," $7,950.00 "
ACC-992726,Class-A,Debt Consolidation,24.8,0," $13,636.00 "
ACC-239085,Class-A,N/A,12.5,0," $8,478.00 "
ACC-929258,Class-C,Home Improvement,24.8,0," $16,468.00 "
ACC-197716,,Home Improvement,,0," $42,785.00 "
ACC-869352,Class-B,Debt Consolidation,24.8,0," $18,914.00 "
ACC-132728,Class-A,Small Business,55.0,0," $13,121.00 "
ACC-924216,Class-A,Debt Consolidation,12.5,1," $38,207.00 "
ACC-194263,Class-B,N/A,24.8,0," $39,321.00 "
ACC-460607,Class-B,Debt Consolidation,38.2,0," $26,673.00 "
ACC-121657,Class-A,Home Improvement,38.2,0," $8,982.00 "
ACC-169995,Class-B,Debt Consolidation,12.5,0," $42,837.00 "
ACC-815897,,Major Purchase,,0," $10,133.00 "
ACC-898958,Class-B,Home Improvement,12.5,0," $11,426.00 "
ACC-256575,UNKNOWN,Home Improvement,24.8,0," $31,355.00 "
ACC-830952,Class-B,Small Business,,0," $38,786.00 "
ACC-790101,Class-A,Home Improvement,55.0,0," $13,778.00 "
ACC-579293,,Home Improvement,,0," $30,693.00 "
ACC-887246,Class-A,Home Improvement,24.8,0," $24,488.00 "
ACC-847842,Class-A,Debt Consolidation,24.8,0," $37,475.00 "
ACC-748058,UNKNOWN,Debt Consolidation,55.0,0," $9,521.00 "
ACC-260589,Class-A,Home Improvement,55.0,0," $20,560.00 "
ACC-633908,Class-A,Major Purchase,38.2,0," $29,572.00 "
ACC-503085,,Small Business,,0," $31,722.00 "
ACC-278345,Class-C,Debt Consolidation,12.5,0," $16,251.00 "
ACC-280763,Class-C,Debt Consolidation,38.2,0," $10,434.00 "
ACC-321394,Class-B,Major Purchase,38.2,0," $9,230.00 "
ACC-304134,UNKNOWN,Major Purchase,12.5,0," $7,423.00 "
ACC-907803,Class-B,Home Improvement,38.2,0," $16,019.00 "
ACC-768765,Class-A,Small Business,24.8,0," $31,802.00 "
ACC-712608,Class-A,Small Business,38.2,0," $30,439.00 "
ACC-167916,Class-B,Home Improvement,24.8,0," $32,276.00 "
ACC-132475,UNKNOWN,Debt Consolidation,38.2,0," $32,270.00 "
ACC-919112,Class-A,Debt Consolidation,38.2,0," $23,396.00 "
ACC-680211,Class-A,Home Improvement,24.8,0," $40,089.00 "
ACC-947442,Class-B,Home Improvement,55.0,0," $16,789.00 "
ACC-549364,Class-C,Home Improvement,,0," $17,171.00 "
ACC-243558,Class-B,Major Purchase,24.8,0," $30,286.00 "
ACC-385195,Class-A,Debt Consolidation,12.5,0," $9,790.00 "
ACC-782847,Class-B,Home Improvement,24.8,1," $5,732.00 "
ACC-189113,Class-A,Debt Consolidation,,1," $21,736.00 "
ACC-736713,Class-B,Debt Consolidation,24.8,0," $12,082.00 "
ACC-684894,Class-B,Small Business,99.9,0," $17,933.00 "
ACC-849976,Class-A,Major Purchase,,0," $10,316.00 "
ACC-646996,UNKNOWN,Small Business,12.5,1," $26,371.00 "
ACC-136680,Class-C,Debt Consolidation,-1.5,0," $13,337.00 "
ACC-728754,Class-B,Small Business,24.8,0," $20,362.00 "
ACC-407054,Class-C,Debt Consolidation,24.8,1," $8,101.00 "
ACC-663001,Class-B,Major Purchase,38.2,0," $9,080.00 "
ACC-857075,Class-C,Debt Consolidation,38.2,0," $9,037.00 "
ACC-144685,Class-A,Debt Consolidation,12.5,0," $29,140.00 "
ACC-367571,Class-B,N/A,12.5,0," $42,693.00 "
ACC-111734,Class-B,Small Business,,0," $44,285.00 "
ACC-464729,Class-B,Debt Consolidation,12.5,0," $17,286.00 "
ACC-986837,UNKNOWN,Major Purchase,12.5,0," $27,725.00 "
ACC-988875,Class-B,Major Purchase,38.2,0," $6,788.00 "
ACC-373820,Class-B,Small Business,12.5,0," $29,836.00 "
ACC-310397,Class-B,Major Purchase,12.5,0," $14,533.00 "
ACC-682123,Class-A,Small Business,12.5,0," $23,631.00 "
ACC-423800,Class-B,Debt Consolidation,24.8,1," $7,643.00 "
ACC-761759,Class-B,Debt Consolidation,38.2,0," $26,670.00 "
ACC-646316,Class-C,Debt Consolidation,12.5,0," $37,481.00 "
ACC-146799,Class-B,N/A,99.9,0," $8,544.00 "
ACC-507807,Class-C,Home Improvement,-1.5,0," $42,390.00 "
ACC-825845,Class-A,Debt Consolidation,12.5,0," $36,617.00 "
ACC-985285,Class-C,Small Business,24.8,0," $21,445.00 "
ACC-882882,Class-B,Home Improvement,12.5,0," $31,294.00 "
ACC-511156,Class-A,Debt Consolidation,24.8,0," $9,759.00 "
ACC-834672,Class-C,Debt Consolidation,38.2,0," $38,189.00 "
ACC-789215,Class-A,Debt Consolidation,12.5,0," $31,118.00 "
ACC-702638,Class-A,Debt Consolidation,12.5,0," $22,156.00 "
ACC-205940,Class-A,Debt Consolidation,55.0,0," $8,298.00 "
ACC-938745,Class-A,Home Improvement,55.0,0," $18,461.00 "
ACC-233673,Class-B,Debt Consolidation,24.8,0," $17,347.00 "
ACC-456545,Class-B,Debt Consolidation,24.8,0," $18,296.00 "
ACC-178240,,Debt Consolidation,,0," $31,475.00 "
ACC-530708,Class-B,Major Purchase,,0," $18,470.00 "
ACC-446126,Class-A,Home Improvement,38.2,1," $31,013.00 "
ACC-976458,UNKNOWN,Home Improvement,12.5,0," $41,858.00 "
ACC-776172,Class-A,Small Business,12.5,0," $37,361.00 "
ACC-454328,Class-A,Debt Consolidation,38.2,0," $13,398.00 "
ACC-801918,Class-A,Debt Consolidation,24.8,0," $34,534.00 "
ACC-556222,Class-A,N/A,38.2,0," $13,190.00 "
ACC-431253,Class-B,Major Purchase,24.8,0," $29,860.00 "
ACC-580037,Class-A,Small Business,12.5,0," $8,053.00 "
ACC-665124,Class-B,Debt Consolidation,55.0,0," $18,074.00 "
ACC-758421,Class-C,Debt Consolidation,38.2,0," $16,523.00 "
ACC-383739,Class-C,Major Purchase,24.8,0," $18,579.00 "
ACC-590656,Class-A,Debt Consolidation,24.8,0," $19,608.00 "
ACC-559908,Class-A,Home Improvement,12.5,0," $39,732.00 "
ACC-798563,,Home Improvement,,0," $30,610.00 "
ACC-672319,Class-C,Debt Consolidation,38.2,0," $40,430.00 "
ACC-437763,Class-C,Home Improvement,38.2,0," $44,640.00 "
ACC-992782,Class-A,Debt Consolidation,-1.5,0," $18,197.00 "
ACC-979509,Class-A,N/A,12.5,0," $11,344.00 "
ACC-229016,Class-B,Debt Consolidation,24.8,0," $8,543.00 "
ACC-273808,Class-B,Major Purchase,38.2,0," $8,270.00 "
ACC-318533,Class-A,Debt Consolidation,12.5,1," $26,845.00 "
ACC-965372,Class-C,Debt Consolidation,,0," $30,834.00 "
ACC-259147,Class-A,Small Business,24.8,0," $34,712.00 "
ACC-660315,Class-C,Debt Consolidation,24.8,0," $33,112.00 "
ACC-632232,,Debt Consolidation,,1," $29,727.00 "
ACC-973155,Class-B,Debt Consolidation,99.9,0," $15,018.00 "
ACC-159470,Class-A,Major Purchase,12.5,0," $42,737.00 "
ACC-831747,UNKNOWN,N/A,12.5,0," $5,496.00 "
ACC-358779,,Home Improvement,,0," $23,539.00 "
ACC-782580,Class-A,Home Improvement,12.5,0," $35,903.00 "
ACC-308882,Class-B,Debt Consolidation,24.8,0," $19,415.00 "
ACC-945801,Class-C,Home Improvement,38.2,0," $29,957.00 "
ACC-592244,Class-A,Small Business,38.2,0," $38,949.00 "
ACC-828648,Class-A,Debt Consolidation,12.5,0," $27,660.00 "
ACC-596003,,Debt Consolidation,,0," $14,340.00 "
ACC-675103,Class-A,Debt Consolidation,12.5,0," $27,886.00 "
ACC-649078,UNKNOWN,Debt Consolidation,24.8,0," $40,277.00 "
ACC-465534,Class-B,Major Purchase,38.2,0," $25,663.00 "
ACC-276606,Class-B,Small Business,12.5,0," $28,526.00 "
ACC-887845,Class-A,Home Improvement,38.2,0," $41,291.00 "
ACC-438219,Class-A,Small Business,,0," $25,926.00 "
ACC-258315,Class-B,Debt Consolidation,,1," $15,523.00 "
ACC-746536,UNKNOWN,Home Improvement,55.0,0," $28,424.00 "
ACC-352542,Class-B,N/A,38.2,0," $38,911.00 "
ACC-847744,Class-A,Small Business,12.5,0," $25,435.00 "
ACC-326388,Class-C,Debt Consolidation,12.5,0," $14,102.00 "
ACC-310471,Class-A,Home Improvement,12.5,1," $39,015.00 "
ACC-699124,Class-C,Debt Consolidation,12.5,0," $21,602.00 "
ACC-736805,Class-A,Debt Consolidation,24.8,0," $34,761.00 "
ACC-853396,Class-A,Debt Consolidation,12.5,1," $39,415.00 "
ACC-581801,Class-B,Debt Consolidation,12.5,0," $6,697.00 "
ACC-285662,Class-A,Debt Consolidation,55.0,0," $5,530.00 "
ACC-850658,Class-C,Small Business,12.5,0," $8,953.00 "
ACC-781826,Class-A,Home Improvement,12.5,1," $5,602.00 "
ACC-299027,Class-B,Home Improvement,55.0,0," $17,433.00 "
ACC-414226,Class-B,Small Business,12.5,0," $31,440.00 "
ACC-224301,Class-A,Debt Consolidation,12.5,0," $19,736.00 "
ACC-761081,Class-A,Debt Consolidation,55.0,0," $44,018.00 "
ACC-504003,Class-B,Home Improvement,-1.5,0," $17,094.00 "
ACC-531240,Class-A,Debt Consolidation,55.0,0," $40,081.00 "
ACC-506036,Class-B,Home Improvement,12.5,0," $38,726.00 "
ACC-319895,Class-A,Debt Consolidation,24.8,0," $28,547.00 "
ACC-764937,Class-A,Debt Consolidation,24.8,0," $27,821.00 "
ACC-441293,Class-A,Debt Consolidation,12.5,0," $19,654.00 "
ACC-340346,Class-A,Debt Consolidation,24.8,1," $14,501.00 "
ACC-697262,Class-B,Small Business,12.5,0," $29,031.00 "
ACC-907510,Class-C,Debt Consolidation,12.5,0," $20,619.00 "
ACC-290171,Class-C,Major Purchase,12.5,0," $5,535.00 "
ACC-711229,Class-B,Small Business,12.5,0," $5,810.00 "
ACC-537429,,Home Improvement,,0," $38,766.00 "
ACC-917622,Class-A,N/A,38.2,0," $14,612.00 "
ACC-998703,Class-A,Debt Consolidation,12.5,1," $14,381.00 "
ACC-336010,,Home Improvement,,0," $32,520.00 "
ACC-841575,Class-B,Debt Consolidation,24.8,0," $16,175.00 "
ACC-148983,Class-B,Small Business,38.2,0," $28,104.00 "
ACC-719075,Class-B,Major Purchase,38.2,0," $23,116.00 "
ACC-725166,Class-B,Home Improvement,38.2,0," $31,787.00 "
ACC-905662,Class-A,Home Improvement,12.5,0," $10,229.00 "
ACC-750898,Class-A,Small Business,,0," $25,345.00 "
ACC-926762,Class-A,Major Purchase,12.5,0," $39,020.00 "
ACC-730445,Class-A,Small Business,12.5,0," $18,610.00 "
ACC-328027,Class-C,N/A,55.0,0," $16,878.00 "
ACC-897282,Class-A,Small Business,12.5,0," $29,165.00 "
ACC-462636,Class-A,Small Business,24.8,0," $28,818.00 "
ACC-683581,Class-A,Small Business,12.5,0," $16,452.00 "
ACC-101903,Class-A,Small Business,38.2,0," $6,479.00 "
ACC-361240,Class-C,N/A,24.8,0," $24,367.00 "
ACC-353977,Class-B,Debt Consolidation,24.8,0," $44,116.00 "
ACC-252513,Class-A,Debt Consolidation,,0," $28,150.00 "
ACC-976104,Class-B,Debt Consolidation,24.8,1," $6,899.00 "
ACC-932291,Class-B,Home Improvement,12.5,0," $34,587.00 "
ACC-177808,Class-A,Debt Consolidation,,0," $12,020.00 "
ACC-690520,Class-B,Debt Consolidation,24.8,0," $8,079.00 "
ACC-436275,Class-B,Home Improvement,24.8,0," $12,404.00 "
ACC-967788,Class-A,Home Improvement,24.8,0," $35,059.00 "
ACC-828906,Class-A,Major Purchase,55.0,0," $20,978.00 "
ACC-448877,Class-A,Home Improvement,24.8,0," $11,390.00 "
ACC-609688,Class-B,Debt Consolidation,,0," $26,372.00 "
ACC-349609,Class-A,Home Improvement,38.2,0," $24,095.00 "
ACC-770086,Class-A,N/A,24.8,0," $16,110.00 "
ACC-345375,Class-B,Small Business,55.0,0," $39,664.00 "
ACC-348951,Class-A,Small Business,38.2,0," $17,754.00 "
ACC-446966,Class-C,Home Improvement,24.8,0," $8,851.00 "
ACC-578042,Class-A,Debt Consolidation,55.0,0," $31,346.00 "
ACC-116506,Class-C,Debt Consolidation,55.0,0," $9,313.00 "
ACC-795438,Class-B,Home Improvement,55.0,0," $8,466.00 "
ACC-921580,Class-A,Home Improvement,12.5,0," $28,214.00 "
ACC-532075,Class-B,Home Improvement,12.5,0," $5,821.00 "
ACC-215099,,N/A,,0," $13,338.00 "
ACC-215203,,Home Improvement,,0," $28,583.00 "
ACC-917374,Class-B,Home Improvement,12.5,0," $37,310.00 "
ACC-241952,Class-A,Debt Consolidation,24.8,0," $8,170.00 "
ACC-518694,Class-A,Home Improvement,24.8,0," $33,817.00 "
ACC-197675,Class-C,Debt Consolidation,24.8,0," $19,961.00 "
ACC-591569,Class-A,Debt Consolidation,12.5,0," $27,870.00 "
ACC-708437,Class-A,Debt Consolidation,55.0,0," $34,125.00 "
ACC-471125,Class-A,Debt Consolidation,,0," $15,146.00 "
ACC-901476,Class-B,Debt Consolidation,12.5,0," $7,694.00 "
ACC-984124,Class-A,Small Business,12.5,0," $30,155.00 "
ACC-479321,Class-B,Small Business,12.5,0," $34,206.00 "
ACC-980462,Class-A,Home Improvement,38.2,1," $35,365.00 "
ACC-451543,Class-A,Debt Consolidation,12.5,0," $21,003.00 "
ACC-968772,Class-B,Home Improvement,24.8,0," $43,890.00 "
ACC-301510,Class-B,Home Improvement,,1," $16,578.00 "
ACC-536739,Class-B,Major Purchase,12.5,0," $43,060.00 "
ACC-699372,UNKNOWN,Major Purchase,24.8,0," $25,145.00 "
ACC-304704,Class-B,Debt Consolidation,55.0,0," $27,487.00 "
ACC-426025,Class-A,Debt Consolidation,12.5,0," $5,367.00 "
ACC-703914,Class-B,Small Business,38.2,0," $39,536.00 "
ACC-322837,Class-A,Small Business,,0," $28,502.00 "
ACC-830215,Class-A,Home Improvement,55.0,0," $9,095.00 "
ACC-424670,Class-A,Home Improvement,12.5,0," $37,914.00 "
ACC-550999,Class-B,Debt Consolidation,55.0,0," $27,902.00 "
ACC-284592,Class-A,Home Improvement,55.0,0," $35,824.00 "
ACC-875565,Class-B,Home Improvement,12.5,0," $5,876.00 "
ACC-947162,Class-B,Home Improvement,38.2,0," $7,899.00 "
ACC-885427,Class-A,Debt Consolidation,12.5,0," $20,975.00 "
ACC-125472,Class-B,Debt Consolidation,24.8,1," $20,995.00 "
ACC-180628,Class-B,Small Business,,1," $14,459.00 "
ACC-198446,Class-C,Debt Consolidation,,1," $27,860.00 "
ACC-858311,Class-B,Debt Consolidation,24.8,0," $10,492.00 "
ACC-375320,Class-B,Small Business,38.2,0," $34,203.00 "
ACC-462226,Class-C,N/A,55.0,0," $26,717.00 "
ACC-132768,Class-A,Debt Consolidation,38.2,0," $39,066.00 "
ACC-676994,Class-B,Small Business,12.5,0," $35,404.00 "
ACC-469166,Class-A,Debt Consolidation,55.0,0," $22,034.00 "
ACC-221744,Class-A,Debt Consolidation,24.8,0," $17,469.00 "
ACC-868686,,Small Business,,1," $32,687.00 "
ACC-724368,Class-B,Small Business,-1.5,0," $14,666.00 "
