Flight_ID,Airline_Name,Destinations_Hub,Delay_Minutes
FLI-6362,Vistara,Bengaluru_BLR,26
FLI-9202,Indigo,delhi_DEL,12
FLI-5551,Indigo,delhi_DEL,12
FLI-7821,Indigo,Bengaluru_BLR,12
FLI-3829,Air India,Kolkata_CCU,26
FLI-7063,Indigo,Kolkata_CCU,12
FLI-6859,Indigo,Kolkata_CCU,12
FLI-7083,Air India,Bengaluru_BLR,12
FLI-8439,Air India,Mumbai_BOM,12
FLI-7724,Vistara,delhi_DEL,12
FLI-8496,Air India,Mumbai_BOM,12
FLI-9697,Indigo,delhi_DEL,12
FLI-1495,Air India,delhi_DEL,12
FLI-3442,Vistara,Mumbai_BOM,12
FLI-1664,Indigo,delhi_DEL,12
FLI-7806,Air India,Mumbai_BOM,12
FLI-8099,Air India,delhi_DEL,12
FLI-2883,Air India,Mumbai_BOM,12
FLI-9087,Indigo,Kolkata_CCU,-5
FLI-9676,Indigo,Kolkata_CCU,12
FLI-3868,Indigo,delhi_DEL,26
FLI-1643,Air India,delhi_DEL,12
FLI-6309,Indigo,Mumbai_BOM,12
FLI-9132,Air India,Mumbai_BOM,12
FLI-1175,Akasa Air,delhi_DEL,26
FLI-7828,Vistara,Mumbai_BOM,-5
FLI-1282,Indigo,Mumbai_BOM,12
FLI-4358,Indigo,Mumbai_BOM,26
FLI-3969,Indigo,Kolkata_CCU,12
FLI-9500,Air India,Kolkata_CCU,26
FLI-5840,Air India,Bengaluru_BLR,26
FLI-4834,Vistara,Bengaluru_BLR,26
FLI-1872,Indigo,delhi_DEL,12
FLI-2556,Vistara,Bengaluru_BLR,26
FLI-1920,Indigo,delhi_DEL,12
FLI-8627,Vistara,Kolkata_CCU,12
FLI-7221,Air India,Bengaluru_BLR,26
FLI-6943,Air India,delhi_DEL,12
FLI-5935,Air India,delhi_DEL,12
FLI-2955,Air India,delhi_DEL,12
FLI-9810,Indigo,delhi_DEL,26
FLI-7948,Indigo,delhi_DEL,12
FLI-6874,Vistara,Kolkata_CCU,12
FLI-2603,Akasa Air,Mumbai_BOM,26
FLI-4524,Vistara,Mumbai_BOM,12
FLI-9909,Indigo,delhi_DEL,12
FLI-7530,Air India,Mumbai_BOM,12
FLI-3960,Akasa Air,delhi_DEL,12
FLI-7905,Vistara,Mumbai_BOM,26
FLI-3833,Vistara,Mumbai_BOM,-5
FLI-8712,Indigo,delhi_DEL,-5
FLI-9526,Indigo,Bengaluru_BLR,26
FLI-7601,Indigo,Bengaluru_BLR,12
FLI-4122,Air India,Mumbai_BOM,12
FLI-1440,Air India,Mumbai_BOM,12
FLI-2488,Indigo,Bengaluru_BLR,26
FLI-5745,Indigo,delhi_DEL,26
FLI-9791,Air India,Kolkata_CCU,12
FLI-5228,Vistara,delhi_DEL,12
FLI-8784,Air India,Kolkata_CCU,12
FLI-2922,Indigo,delhi_DEL,12
FLI-9879,Indigo,Mumbai_BOM,26
FLI-3759,Indigo,Mumbai_BOM,12
FLI-8149,Vistara,Mumbai_BOM,12
FLI-1437,Air India,Mumbai_BOM,12
FLI-3957,Indigo,Mumbai_BOM,12
FLI-5001,Indigo,Mumbai_BOM,26
FLI-6106,Indigo,Mumbai_BOM,12
FLI-3926,Indigo,Mumbai_BOM,12
FLI-2296,Indigo,Mumbai_BOM,12
FLI-2479,Indigo,Kolkata_CCU,12
FLI-4385,Indigo,delhi_DEL,26
FLI-6332,Indigo,Mumbai_BOM,-5
FLI-6839,Indigo,delhi_DEL,12
FLI-2682,Indigo,delhi_DEL,-5
FLI-4497,Indigo,Kolkata_CCU,12
FLI-3935,Indigo,delhi_DEL,12
FLI-1209,Vistara,Kolkata_CCU,12
FLI-7568,Vistara,Kolkata_CCU,12
FLI-4330,Indigo,Bengaluru_BLR,12
FLI-7676,Vistara,delhi_DEL,12
FLI-2941,Indigo,Kolkata_CCU,12
FLI-1135,Indigo,Mumbai_BOM,12
FLI-7973,Air India,delhi_DEL,12
FLI-8983,Indigo,Mumbai_BOM,12
FLI-6936,Indigo,Bengaluru_BLR,12
FLI-5374,Indigo,Kolkata_CCU,12
FLI-2951,Air India,Bengaluru_BLR,12
FLI-3040,Akasa Air,Kolkata_CCU,12
FLI-4387,Air India,Mumbai_BOM,12
FLI-5655,Vistara,delhi_DEL,12
FLI-3876,Indigo,Mumbai_BOM,26
FLI-6189,Indigo,Mumbai_BOM,12
FLI-7028,Indigo,delhi_DEL,12
FLI-8458,Indigo,Kolkata_CCU,26
FLI-4669,Indigo,Bengaluru_BLR,26
FLI-6582,Vistara,delhi_DEL,12
FLI-7395,Indigo,Bengaluru_BLR,12
FLI-7772,Akasa Air,Bengaluru_BLR,12
FLI-6265,Vistara,delhi_DEL,12
FLI-9701,Air India,Kolkata_CCU,12
FLI-4544,Vistara,Kolkata_CCU,12
FLI-1309,Indigo,delhi_DEL,12
FLI-2153,Akasa Air,Bengaluru_BLR,12
FLI-1114,Indigo,delhi_DEL,12
FLI-6193,Vistara,Bengaluru_BLR,26
FLI-6260,Akasa Air,delhi_DEL,26
FLI-5781,Indigo,delhi_DEL,12
FLI-5468,Air India,delhi_DEL,26
FLI-9788,Akasa Air,Bengaluru_BLR,12
FLI-2293,Akasa Air,Bengaluru_BLR,26
FLI-5057,Air India,delhi_DEL,12
FLI-5245,Air India,Bengaluru_BLR,12
FLI-3806,Vistara,Bengaluru_BLR,12
FLI-4042,Indigo,Mumbai_BOM,12
FLI-1570,Indigo,Mumbai_BOM,12
FLI-6706,Indigo,delhi_DEL,12
FLI-2418,Indigo,delhi_DEL,12
FLI-1314,Vistara,Kolkata_CCU,12
FLI-9195,Indigo,delhi_DEL,26
FLI-9197,Vistara,Kolkata_CCU,26
FLI-6371,Indigo,Kolkata_CCU,12
FLI-3875,Vistara,Bengaluru_BLR,12
FLI-6479,Indigo,delhi_DEL,26
FLI-8616,Air India,Mumbai_BOM,12
FLI-1473,Air India,delhi_DEL,12
FLI-1145,Air India,Bengaluru_BLR,-5
FLI-7832,Akasa Air,Bengaluru_BLR,12
FLI-4723,Indigo,Mumbai_BOM,12
FLI-2544,Indigo,Kolkata_CCU,12
FLI-9651,Air India,Mumbai_BOM,26
FLI-4476,Akasa Air,Mumbai_BOM,12
FLI-5572,Indigo,Bengaluru_BLR,12
FLI-6877,Indigo,delhi_DEL,12
FLI-7196,Vistara,Bengaluru_BLR,12
FLI-8750,Air India,Mumbai_BOM,12
FLI-6853,Akasa Air,Bengaluru_BLR,12
FLI-7288,Akasa Air,Bengaluru_BLR,12
FLI-9630,Indigo,Kolkata_CCU,12
FLI-1715,Air India,delhi_DEL,12
FLI-8606,Indigo,Bengaluru_BLR,26
FLI-3237,Air India,delhi_DEL,12
FLI-6074,Vistara,Kolkata_CCU,12
FLI-2671,Vistara,Kolkata_CCU,12
FLI-7908,Air India,Kolkata_CCU,12
FLI-6162,Vistara,delhi_DEL,26
FLI-8470,Air India,Mumbai_BOM,26
FLI-5476,Vistara,Kolkata_CCU,12
FLI-6038,Air India,Kolkata_CCU,-5
FLI-7191,Air India,Mumbai_BOM,26
FLI-8275,Vistara,Kolkata_CCU,12
FLI-2435,Indigo,Bengaluru_BLR,12
FLI-3091,Air India,Bengaluru_BLR,12
FLI-9031,Indigo,Mumbai_BOM,12
FLI-3069,Indigo,delhi_DEL,12
FLI-3069,Indigo,Kolkata_CCU,12
FLI-4719,Indigo,delhi_DEL,12
FLI-4480,Indigo,Bengaluru_BLR,12
FLI-6786,Air India,delhi_DEL,12
FLI-4540,Indigo,Mumbai_BOM,12
FLI-5584,Indigo,Bengaluru_BLR,12
FLI-6889,Air India,Mumbai_BOM,12
FLI-1396,Indigo,Mumbai_BOM,12
FLI-5376,Indigo,Kolkata_CCU,26
FLI-8324,Akasa Air,Mumbai_BOM,12
FLI-6922,Vistara,Mumbai_BOM,12
FLI-5864,Air India,delhi_DEL,12
FLI-6848,Indigo,Mumbai_BOM,12
FLI-4650,Vistara,Bengaluru_BLR,12
FLI-6135,Air India,Kolkata_CCU,12
FLI-5837,Indigo,Mumbai_BOM,12
FLI-1205,Air India,Bengaluru_BLR,26
FLI-1504,Vistara,Bengaluru_BLR,26
FLI-5836,Air India,delhi_DEL,12
FLI-3024,Indigo,delhi_DEL,12
FLI-4229,Indigo,Mumbai_BOM,12
FLI-9545,Vistara,Mumbai_BOM,12
FLI-5623,Indigo,delhi_DEL,12
FLI-4642,Indigo,delhi_DEL,12
FLI-2402,Indigo,Kolkata_CCU,12
FLI-9369,Air India,Mumbai_BOM,12
FLI-9487,Indigo,delhi_DEL,12
FLI-8778,Akasa Air,Bengaluru_BLR,12
FLI-2525,Indigo,Kolkata_CCU,12
FLI-3879,Air India,Kolkata_CCU,26
FLI-2148,Akasa Air,Bengaluru_BLR,12
FLI-5460,Akasa Air,delhi_DEL,12
FLI-5795,Vistara,delhi_DEL,26
FLI-9022,Indigo,Mumbai_BOM,12
FLI-3862,Vistara,Kolkata_CCU,12
FLI-3547,Akasa Air,Bengaluru_BLR,12
FLI-5284,Akasa Air,Bengaluru_BLR,12
FLI-3853,Air India,Kolkata_CCU,26
FLI-6058,Vistara,delhi_DEL,12
FLI-7795,Vistara,Bengaluru_BLR,12
FLI-5628,Air India,Mumbai_BOM,12
FLI-6196,Vistara,Mumbai_BOM,26
FLI-6436,Akasa Air,delhi_DEL,26
FLI-9949,Vistara,delhi_DEL,12
FLI-5227,Indigo,Bengaluru_BLR,12
FLI-8719,Indigo,Bengaluru_BLR,12
FLI-3596,Air India,delhi_DEL,-5
FLI-8644,Indigo,Kolkata_CCU,12
FLI-6035,Indigo,Mumbai_BOM,12
FLI-4352,Indigo,delhi_DEL,12
FLI-6769,Akasa Air,Mumbai_BOM,12
FLI-5545,Indigo,delhi_DEL,12
FLI-8998,Indigo,Kolkata_CCU,-5
FLI-6889,Indigo,delhi_DEL,12
FLI-9723,Air India,Bengaluru_BLR,12
FLI-8409,Akasa Air,Bengaluru_BLR,12
FLI-2547,Vistara,Bengaluru_BLR,12
FLI-6239,Akasa Air,Kolkata_CCU,12
FLI-5303,Air India,Kolkata_CCU,26
FLI-5761,Vistara,delhi_DEL,12
FLI-5223,Akasa Air,Mumbai_BOM,12
FLI-7164,Indigo,Mumbai_BOM,12
FLI-3724,Vistara,Bengaluru_BLR,12
FLI-4966,Vistara,Bengaluru_BLR,12
FLI-2197,Indigo,Bengaluru_BLR,12
FLI-2199,Air India,delhi_DEL,12
FLI-9310,Air India,Mumbai_BOM,12
FLI-7745,Indigo,Bengaluru_BLR,26
FLI-7326,Air India,Bengaluru_BLR,12
FLI-4781,Air India,Kolkata_CCU,12
FLI-6132,Air India,delhi_DEL,12
FLI-9598,Indigo,delhi_DEL,12
FLI-1143,Indigo,delhi_DEL,12
FLI-2995,Air India,Mumbai_BOM,12
FLI-7482,Indigo,Bengaluru_BLR,12
FLI-6055,Vistara,Bengaluru_BLR,12
FLI-7708,Indigo,delhi_DEL,26
FLI-6525,Vistara,delhi_DEL,12
FLI-3768,Air India,delhi_DEL,12
FLI-8389,Indigo,delhi_DEL,12
FLI-7139,Vistara,Mumbai_BOM,26
FLI-6712,Air India,Mumbai_BOM,12
FLI-5473,Indigo,delhi_DEL,12
FLI-8006,Vistara,Bengaluru_BLR,26
FLI-2284,Air India,delhi_DEL,12
FLI-2717,Indigo,delhi_DEL,12
FLI-6786,Indigo,Mumbai_BOM,26
FLI-5088,Air India,Kolkata_CCU,26
FLI-6107,Vistara,Bengaluru_BLR,12
FLI-3798,Akasa Air,delhi_DEL,12
FLI-1924,Indigo,Bengaluru_BLR,26
FLI-2519,Indigo,Mumbai_BOM,12
FLI-5315,Akasa Air,Mumbai_BOM,12
FLI-7135,Indigo,Bengaluru_BLR,12
FLI-6343,Indigo,delhi_DEL,12
FLI-8694,Indigo,delhi_DEL,12
FLI-6330,Indigo,Bengaluru_BLR,12
FLI-1107,Akasa Air,Mumbai_BOM,-5
FLI-5932,Indigo,Mumbai_BOM,12
FLI-2132,Vistara,delhi_DEL,12
FLI-5334,Air India,delhi_DEL,26
FLI-1388,Akasa Air,Bengaluru_BLR,12
FLI-6866,Indigo,Bengaluru_BLR,26
FLI-8467,Air India,Mumbai_BOM,12
FLI-5463,Air India,Bengaluru_BLR,12
FLI-2833,Indigo,delhi_DEL,12
FLI-5348,Indigo,delhi_DEL,12
FLI-1109,Air India,Mumbai_BOM,12
FLI-9221,Air India,Bengaluru_BLR,26
FLI-9823,Vistara,delhi_DEL,12
FLI-7850,Vistara,Kolkata_CCU,26
FLI-4046,Air India,delhi_DEL,12
FLI-2240,Indigo,Bengaluru_BLR,26
FLI-5628,Indigo,Bengaluru_BLR,12
FLI-1423,Indigo,Kolkata_CCU,12
FLI-8170,Indigo,delhi_DEL,12
FLI-4591,Vistara,Kolkata_CCU,12
FLI-7064,Indigo,Kolkata_CCU,12
FLI-1789,Indigo,delhi_DEL,12
FLI-1742,Vistara,Kolkata_CCU,12
FLI-4048,Air India,Bengaluru_BLR,12
FLI-1262,Indigo,Bengaluru_BLR,12
FLI-2423,Indigo,delhi_DEL,26
FLI-7148,Akasa Air,Bengaluru_BLR,12
FLI-3584,Indigo,Kolkata_CCU,12
FLI-5933,Indigo,Mumbai_BOM,12
FLI-2264,Air India,Mumbai_BOM,12
FLI-3765,Indigo,delhi_DEL,12
FLI-4067,Air India,delhi_DEL,12
FLI-6694,Indigo,Mumbai_BOM,12
FLI-2593,Indigo,Mumbai_BOM,12
FLI-4277,Air India,Kolkata_CCU,12
FLI-6666,Indigo,Mumbai_BOM,26
FLI-4312,Vistara,Kolkata_CCU,26
FLI-8473,Air India,delhi_DEL,26
FLI-8725,Indigo,delhi_DEL,12
FLI-5014,Vistara,Bengaluru_BLR,26
FLI-9562,Indigo,Mumbai_BOM,12
FLI-9540,Air India,delhi_DEL,-5
FLI-9137,Air India,Mumbai_BOM,12
FLI-7035,Indigo,Mumbai_BOM,12
FLI-3807,Indigo,Kolkata_CCU,12
FLI-8027,Vistara,Kolkata_CCU,12
FLI-7306,Air India,Mumbai_BOM,12
FLI-2013,Air India,delhi_DEL,12
FLI-8809,Air India,delhi_DEL,12
FLI-3215,Air India,delhi_DEL,12
FLI-6767,Indigo,Bengaluru_BLR,26
FLI-4464,Vistara,Kolkata_CCU,26
FLI-3780,Air India,delhi_DEL,12
FLI-2229,Indigo,Bengaluru_BLR,12
FLI-6695,Indigo,Mumbai_BOM,12
FLI-3002,Air India,Bengaluru_BLR,26
FLI-6524,Indigo,delhi_DEL,26
FLI-8756,Indigo,Kolkata_CCU,12
FLI-9175,Air India,Mumbai_BOM,12
FLI-3235,Air India,Kolkata_CCU,26
FLI-1213,Indigo,Kolkata_CCU,26
FLI-9400,Air India,delhi_DEL,12
FLI-2998,Indigo,delhi_DEL,12
FLI-1430,Indigo,delhi_DEL,26
FLI-8561,Indigo,Bengaluru_BLR,12
FLI-1586,Akasa Air,Mumbai_BOM,-5
FLI-1546,Indigo,delhi_DEL,12
FLI-9175,Akasa Air,delhi_DEL,12
FLI-8594,Vistara,delhi_DEL,12
FLI-9217,Indigo,Mumbai_BOM,12
FLI-9310,Indigo,Bengaluru_BLR,12
FLI-6879,Vistara,Bengaluru_BLR,12
FLI-9287,Air India,delhi_DEL,12
FLI-9130,Indigo,delhi_DEL,12
FLI-2537,Akasa Air,delhi_DEL,12
FLI-6615,Air India,Mumbai_BOM,26
FLI-1357,Indigo,Mumbai_BOM,12
FLI-5964,Indigo,Mumbai_BOM,12
FLI-5079,Air India,delhi_DEL,26
FLI-4333,Indigo,Mumbai_BOM,12
FLI-5993,Air India,Bengaluru_BLR,-5
FLI-5584,Vistara,Kolkata_CCU,12
FLI-6923,Vistara,Bengaluru_BLR,26
FLI-8350,Air India,Bengaluru_BLR,12
FLI-9918,Indigo,Bengaluru_BLR,26
FLI-4745,Indigo,delhi_DEL,26
FLI-3255,Vistara,Kolkata_CCU,12
FLI-5285,Indigo,Mumbai_BOM,-5
FLI-9751,Vistara,delhi_DEL,26
FLI-7856,Air India,Mumbai_BOM,12
FLI-7263,Indigo,Bengaluru_BLR,12
FLI-3507,Air India,Bengaluru_BLR,12
FLI-4420,Indigo,Bengaluru_BLR,12
FLI-2196,Vistara,Mumbai_BOM,12
FLI-7762,Indigo,Mumbai_BOM,12
FLI-9714,Air India,delhi_DEL,12
FLI-9484,Indigo,Mumbai_BOM,12
FLI-7082,Indigo,Bengaluru_BLR,12
FLI-7795,Air India,delhi_DEL,12
FLI-3300,Indigo,delhi_DEL,12
FLI-8301,Akasa Air,delhi_DEL,26
FLI-3932,Akasa Air,Mumbai_BOM,26
FLI-5822,Indigo,Mumbai_BOM,26
FLI-1522,Akasa Air,Bengaluru_BLR,12
FLI-1764,Vistara,delhi_DEL,26
FLI-8782,Indigo,delhi_DEL,12
FLI-2292,Air India,delhi_DEL,12
FLI-9718,Air India,Mumbai_BOM,12
FLI-6963,Vistara,Mumbai_BOM,12
FLI-9617,Air India,Mumbai_BOM,12
FLI-2754,Akasa Air,Mumbai_BOM,12
FLI-2600,Indigo,Mumbai_BOM,12
FLI-2247,Vistara,delhi_DEL,26
FLI-7299,Indigo,Bengaluru_BLR,12
FLI-3607,Air India,Kolkata_CCU,12
FLI-8373,Vistara,Mumbai_BOM,26
FLI-6022,Indigo,delhi_DEL,-5
FLI-7388,Air India,delhi_DEL,12
FLI-3241,Indigo,delhi_DEL,12
FLI-9386,Indigo,delhi_DEL,12
FLI-6209,Air India,Mumbai_BOM,-5
FLI-7077,Indigo,delhi_DEL,12
FLI-7168,Indigo,Mumbai_BOM,12
FLI-6942,Indigo,delhi_DEL,12
FLI-7118,Vistara,Mumbai_BOM,26
FLI-6217,Vistara,Kolkata_CCU,12
FLI-3266,Vistara,Kolkata_CCU,12
FLI-1206,Indigo,Bengaluru_BLR,12
FLI-2958,Air India,delhi_DEL,-5
FLI-4385,Akasa Air,delhi_DEL,26
FLI-5094,Indigo,delhi_DEL,-5
FLI-9111,Vistara,delhi_DEL,26
FLI-4565,Indigo,Bengaluru_BLR,26
FLI-8134,Air India,delhi_DEL,12
FLI-3045,Indigo,Kolkata_CCU,12
FLI-6139,Vistara,delhi_DEL,12
FLI-3032,Air India,Mumbai_BOM,12
FLI-8267,Vistara,Mumbai_BOM,26
FLI-7378,Indigo,Mumbai_BOM,12
FLI-4883,Indigo,delhi_DEL,12
FLI-1881,Indigo,delhi_DEL,12
FLI-3678,Indigo,Bengaluru_BLR,12
FLI-3749,Indigo,Mumbai_BOM,12
FLI-3456,Indigo,Mumbai_BOM,12
FLI-9630,Vistara,Kolkata_CCU,12
FLI-5148,Indigo,Mumbai_BOM,12
FLI-9842,Air India,Bengaluru_BLR,12
FLI-3700,Air India,delhi_DEL,26
FLI-9774,Indigo,Bengaluru_BLR,26
FLI-8634,Air India,Mumbai_BOM,26
FLI-5881,Indigo,delhi_DEL,12
FLI-7582,Vistara,delhi_DEL,26
FLI-8399,Air India,delhi_DEL,12
FLI-8356,Indigo,delhi_DEL,12
FLI-7304,Air India,delhi_DEL,26
FLI-4498,Vistara,Kolkata_CCU,12
FLI-2148,Vistara,Mumbai_BOM,12
FLI-9181,Akasa Air,Bengaluru_BLR,26
FLI-9117,Indigo,delhi_DEL,12
FLI-2035,Indigo,Kolkata_CCU,12
FLI-5661,Indigo,delhi_DEL,-5
FLI-9328,Air India,Bengaluru_BLR,12
FLI-8759,Air India,delhi_DEL,12
FLI-1898,Indigo,Bengaluru_BLR,12
FLI-9458,Air India,Bengaluru_BLR,-5
FLI-6223,Vistara,Bengaluru_BLR,12
FLI-2391,Indigo,Bengaluru_BLR,12
FLI-8733,Indigo,Mumbai_BOM,26
FLI-9065,Akasa Air,delhi_DEL,12
FLI-3286,Akasa Air,Kolkata_CCU,12
FLI-9892,Indigo,Kolkata_CCU,26
FLI-9339,Air India,delhi_DEL,26
FLI-3460,Indigo,Bengaluru_BLR,26
FLI-8072,Indigo,Kolkata_CCU,26
FLI-4048,Air India,Bengaluru_BLR,12
FLI-8798,Air India,Mumbai_BOM,12
FLI-6375,Akasa Air,Bengaluru_BLR,12
FLI-1331,Vistara,delhi_DEL,12
FLI-8406,Indigo,delhi_DEL,12
FLI-2893,Indigo,Mumbai_BOM,12
FLI-1922,Indigo,Bengaluru_BLR,12
FLI-4881,Indigo,Mumbai_BOM,12
FLI-4987,Indigo,delhi_DEL,12
FLI-9653,Indigo,Kolkata_CCU,26
FLI-5106,Indigo,delhi_DEL,12
FLI-8276,Vistara,Mumbai_BOM,12
FLI-1352,Indigo,Mumbai_BOM,12
FLI-1842,Indigo,delhi_DEL,12
FLI-8398,Indigo,Mumbai_BOM,26
FLI-4252,Indigo,Mumbai_BOM,12
FLI-8859,Akasa Air,Bengaluru_BLR,12
FLI-5887,Vistara,Kolkata_CCU,12
FLI-7901,Indigo,Mumbai_BOM,12
FLI-8716,Vistara,Bengaluru_BLR,12
FLI-2855,Air India,Kolkata_CCU,12
FLI-7713,Indigo,Mumbai_BOM,12
FLI-1214,Indigo,Mumbai_BOM,26
FLI-1677,Indigo,delhi_DEL,12
FLI-2626,Indigo,Mumbai_BOM,26
FLI-8484,Air India,delhi_DEL,12
FLI-2858,Indigo,Bengaluru_BLR,26
FLI-4092,Air India,Bengaluru_BLR,12
FLI-6959,Air India,delhi_DEL,26
FLI-1917,Indigo,Mumbai_BOM,12
FLI-1327,Indigo,Bengaluru_BLR,12
FLI-3742,Indigo,delhi_DEL,12
FLI-7053,Indigo,delhi_DEL,12
FLI-4104,Air India,Kolkata_CCU,12
FLI-5841,Indigo,Mumbai_BOM,12
FLI-4001,Vistara,Bengaluru_BLR,12
FLI-4393,Indigo,Kolkata_CCU,26
FLI-9044,Air India,Bengaluru_BLR,26
FLI-6076,Air India,delhi_DEL,12
FLI-3944,Air India,Mumbai_BOM,12
FLI-3480,Akasa Air,Bengaluru_BLR,12
FLI-3554,Indigo,Kolkata_CCU,12
FLI-4492,Vistara,Bengaluru_BLR,-5
FLI-9886,Vistara,delhi_DEL,26
FLI-7420,Indigo,Mumbai_BOM,12
FLI-1018,Vistara,Mumbai_BOM,26
FLI-8010,Akasa Air,Kolkata_CCU,12
FLI-7443,Indigo,Kolkata_CCU,12
FLI-2159,Air India,delhi_DEL,12
FLI-9694,Indigo,Kolkata_CCU,12
FLI-8465,Vistara,Mumbai_BOM,12
FLI-8693,Vistara,delhi_DEL,12
FLI-3037,Indigo,delhi_DEL,12
FLI-2726,Indigo,Mumbai_BOM,12
FLI-8244,Air India,delhi_DEL,12
FLI-3568,Indigo,Mumbai_BOM,12
FLI-4091,Akasa Air,Mumbai_BOM,26
FLI-2449,Air India,delhi_DEL,12
FLI-6121,Indigo,delhi_DEL,26
FLI-7068,Indigo,Kolkata_CCU,26
FLI-6989,Indigo,Mumbai_BOM,12
FLI-3122,Vistara,delhi_DEL,26
FLI-9440,Vistara,delhi_DEL,26
FLI-4518,Vistara,delhi_DEL,12
FLI-6723,Indigo,Mumbai_BOM,12
FLI-9788,Akasa Air,Kolkata_CCU,12
FLI-2286,Indigo,Mumbai_BOM,12
FLI-3323,Air India,Mumbai_BOM,26
FLI-3464,Indigo,delhi_DEL,12
FLI-6003,Indigo,Bengaluru_BLR,12
FLI-3446,Air India,delhi_DEL,12
FLI-9262,Indigo,delhi_DEL,26
FLI-9487,Indigo,Bengaluru_BLR,26
FLI-9932,Vistara,Mumbai_BOM,12
FLI-3184,Indigo,delhi_DEL,26
FLI-3938,Vistara,delhi_DEL,12
FLI-8537,Indigo,Mumbai_BOM,12
FLI-7882,Vistara,Kolkata_CCU,12
FLI-5377,Indigo,delhi_DEL,12
FLI-4001,Indigo,Mumbai_BOM,12
FLI-3020,Air India,Bengaluru_BLR,12
FLI-3434,Indigo,delhi_DEL,26
FLI-5120,Indigo,Bengaluru_BLR,12
FLI-4768,Akasa Air,Mumbai_BOM,12
FLI-6142,Air India,delhi_DEL,12
FLI-2860,Vistara,delhi_DEL,12
FLI-6078,Vistara,Kolkata_CCU,12
FLI-7100,Indigo,delhi_DEL,26
FLI-7954,Air India,delhi_DEL,12
FLI-4241,Indigo,delhi_DEL,12
FLI-4090,Indigo,delhi_DEL,12
FLI-4823,Indigo,delhi_DEL,26
FLI-8979,Vistara,delhi_DEL,12
FLI-7913,Indigo,Mumbai_BOM,12
FLI-1738,Indigo,delhi_DEL,12
FLI-9453,Air India,Mumbai_BOM,-5
FLI-8821,Indigo,Kolkata_CCU,12
FLI-2743,Air India,Mumbai_BOM,26
FLI-5586,Vistara,delhi_DEL,12
FLI-5414,Indigo,Kolkata_CCU,26
FLI-2655,Vistara,Mumbai_BOM,12
FLI-2748,Vistara,Mumbai_BOM,26
FLI-6597,Indigo,delhi_DEL,12
FLI-9232,Indigo,Mumbai_BOM,26
FLI-9177,Vistara,Bengaluru_BLR,12
FLI-3891,Air India,delhi_DEL,12
FLI-9119,Air India,delhi_DEL,12
FLI-3225,Vistara,delhi_DEL,12
FLI-3718,Indigo,Kolkata_CCU,26
FLI-9570,Vistara,Kolkata_CCU,26
FLI-2583,Indigo,Mumbai_BOM,12
FLI-1203,Indigo,delhi_DEL,12
FLI-8847,Vistara,Mumbai_BOM,12
FLI-2710,Indigo,Mumbai_BOM,12
FLI-2987,Indigo,Mumbai_BOM,12
FLI-8664,Vistara,delhi_DEL,26
FLI-2230,Indigo,Mumbai_BOM,12
FLI-2866,Indigo,Mumbai_BOM,12
FLI-1698,Indigo,delhi_DEL,12
FLI-9012,Vistara,delhi_DEL,12
FLI-9107,Akasa Air,Mumbai_BOM,12
FLI-6937,Air India,delhi_DEL,12
FLI-4725,Indigo,Bengaluru_BLR,-5
FLI-5749,Akasa Air,Mumbai_BOM,26
FLI-9083,Indigo,Bengaluru_BLR,12
FLI-4661,Air India,Bengaluru_BLR,12
FLI-8304,Vistara,delhi_DEL,12
FLI-1943,Air India,delhi_DEL,12
FLI-3863,Akasa Air,Kolkata_CCU,26
FLI-2073,Air India,delhi_DEL,12
FLI-9216,Indigo,Mumbai_BOM,12
FLI-4599,Indigo,Bengaluru_BLR,12
FLI-9216,Indigo,Mumbai_BOM,26
FLI-6201,Air India,delhi_DEL,26
FLI-2656,Air India,delhi_DEL,12
FLI-6958,Air India,delhi_DEL,12
FLI-4613,Vistara,delhi_DEL,12
FLI-4700,Air India,delhi_DEL,12
FLI-4178,Indigo,Bengaluru_BLR,26
FLI-8472,Air India,delhi_DEL,12
FLI-9430,Vistara,Mumbai_BOM,26
FLI-6270,Indigo,delhi_DEL,26
FLI-4010,Air India,Bengaluru_BLR,26
FLI-4009,Vistara,Kolkata_CCU,26
FLI-8972,Indigo,Mumbai_BOM,12
FLI-3109,Air India,Mumbai_BOM,12
FLI-9308,Indigo,Kolkata_CCU,12
FLI-1175,Air India,Mumbai_BOM,26
FLI-6132,Indigo,Mumbai_BOM,26
FLI-1005,Indigo,Mumbai_BOM,-5
FLI-1452,Indigo,delhi_DEL,26
FLI-8933,Indigo,Bengaluru_BLR,12
FLI-1762,Vistara,delhi_DEL,12
FLI-4319,Vistara,delhi_DEL,12
FLI-8948,Vistara,Mumbai_BOM,12
FLI-9990,Indigo,Bengaluru_BLR,26
FLI-7621,Indigo,delhi_DEL,26
FLI-1412,Indigo,Mumbai_BOM,12
FLI-4962,Air India,Bengaluru_BLR,26
FLI-7378,Indigo,Mumbai_BOM,12
FLI-9306,Air India,Mumbai_BOM,26
FLI-3537,Vistara,delhi_DEL,26
FLI-2412,Akasa Air,delhi_DEL,12
FLI-7228,Indigo,Bengaluru_BLR,12
FLI-7244,Air India,Mumbai_BOM,-5
FLI-6572,Air India,Bengaluru_BLR,26
FLI-4415,Indigo,Bengaluru_BLR,12
FLI-4148,Air India,delhi_DEL,12
FLI-8086,Indigo,delhi_DEL,12
