Session_ID,Device_Used,Search_Query_Raw,Time_On_Page_Sec,Purchase_Made
SESS-901258,Mobile,N/A,40056.57333111015,0
SESS-758525,Desktop, leather shoes ,29.781313459209645,0
SESS-538795,Desktop,summer dress,29.781313459209645,0
SESS-762859,Desktop, leather shoes ,29.781313459209645,0
SESS-224443,Mobile,  shoes leather  ,29.781313459209645,0
SESS-541278,Desktop,N/A,29.781313459209645,0
SESS-790978,Desktop,summer dress,29.781313459209645,0
SESS-582792,Tablet,summer dress,29.781313459209645,0
SESS-640057,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-833547,Desktop,  shoes leather  ,29.781313459209645,1
SESS-873639,Mobile,N/A,29.781313459209645,0
SESS-850535,Mobile,  shoes leather  ,29.781313459209645,0
SESS-680575,Mobile,N/A,40056.57333111015,0
SESS-666099,Mobile, leather shoes ,29.781313459209645,0
SESS-676803,Desktop,N/A,29.781313459209645,0
SESS-521017,Desktop, leather shoes ,29.781313459209645,0
SESS-969695,Tablet,IPHONE 14,29.781313459209645,0
SESS-980828,Mobile,  shoes leather  ,29.781313459209645,0
SESS-501998,Tablet, leather shoes ,29.781313459209645,0
SESS-530470,Mobile, leather shoes ,29.781313459209645,0
SESS-420168,Mobile,  shoes leather  ,29.781313459209645,0
SESS-198527,Mobile,IPHONE 14,29.781313459209645,0
SESS-624146,Tablet,N/A,29.781313459209645,1
SESS-847371,Tablet,IPHONE 14,29.781313459209645,0
SESS-391801,Mobile,summer dress,29.781313459209645,0
SESS-417442,Mobile,IPHONE 14,29.781313459209645,0
SESS-292228,Desktop,N/A,40056.57333111015,0
SESS-468239,Desktop,summer dress,29.781313459209645,0
SESS-834117,BOT_UNKNOWN,,29.781313459209645,0
SESS-316735,Mobile, leather shoes ,29.781313459209645,1
SESS-123995,Mobile, leather shoes ,29.781313459209645,0
SESS-750497,Mobile,N/A,29.781313459209645,0
SESS-951294,Mobile,IPHONE 14,40056.57333111015,1
SESS-819793,Desktop,IPHONE 14,29.781313459209645,0
SESS-109573,Mobile,  shoes leather  ,29.781313459209645,0
SESS-622316,Tablet,,29.781313459209645,0
SESS-588879,Desktop, leather shoes ,29.781313459209645,1
SESS-587072,Mobile,summer dress,29.781313459209645,0
SESS-894336,Desktop, leather shoes ,29.781313459209645,0
SESS-858516,Mobile, leather shoes ,29.781313459209645,0
SESS-863307,Mobile, leather shoes ,29.781313459209645,0
SESS-223017,Desktop,N/A,29.781313459209645,0
SESS-439793,Mobile,IPHONE 14,29.781313459209645,1
SESS-332304,Desktop, leather shoes ,29.781313459209645,0
SESS-174078,Mobile,IPHONE 14,29.781313459209645,0
SESS-966040,Mobile,  shoes leather  ,29.781313459209645,1
SESS-904966,Desktop, leather shoes ,29.781313459209645,0
SESS-576610,Mobile,N/A,29.781313459209645,0
SESS-932430,Desktop, leather shoes ,29.781313459209645,0
SESS-455637,Desktop,summer dress,29.781313459209645,0
SESS-531668,Mobile, leather shoes ,29.781313459209645,0
SESS-292498,Mobile,summer dress,29.781313459209645,1
SESS-192440,Mobile, leather shoes ,29.781313459209645,1
SESS-513836,BOT_UNKNOWN,N/A,29.781313459209645,0
SESS-936157,Mobile,,29.781313459209645,0
SESS-512337,Mobile, leather shoes ,29.781313459209645,0
SESS-614802,Mobile,,29.781313459209645,0
SESS-945110,Mobile,IPHONE 14,29.781313459209645,0
SESS-168518,Desktop,  shoes leather  ,29.781313459209645,0
SESS-826496,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-396483,Mobile,N/A,40056.57333111015,0
SESS-569998,Mobile,N/A,29.781313459209645,0
SESS-811984,Desktop, leather shoes ,29.781313459209645,0
SESS-236382,BOT_UNKNOWN,summer dress,29.781313459209645,0
SESS-375985,BOT_UNKNOWN,  shoes leather  ,29.781313459209645,0
SESS-225221,Desktop, leather shoes ,29.781313459209645,0
SESS-316954,Mobile,IPHONE 14,29.781313459209645,0
SESS-561185,Mobile,summer dress,29.781313459209645,0
SESS-257471,Desktop,IPHONE 14,29.781313459209645,0
SESS-783126,BOT_UNKNOWN,,29.781313459209645,0
SESS-484743,Mobile,IPHONE 14,29.781313459209645,0
SESS-306574,Mobile,summer dress,29.781313459209645,0
SESS-173168,Mobile,IPHONE 14,29.781313459209645,0
SESS-960037,Mobile,IPHONE 14,29.781313459209645,0
SESS-640232,Desktop,summer dress,29.781313459209645,0
SESS-941170,Desktop,  shoes leather  ,40056.57333111015,0
SESS-607579,Desktop,IPHONE 14,29.781313459209645,1
SESS-960712,Mobile,summer dress,29.781313459209645,1
SESS-308089,Mobile,,40056.57333111015,0
SESS-655566,Desktop,summer dress,29.781313459209645,1
SESS-459963,Mobile,N/A,29.781313459209645,1
SESS-282332,Tablet, leather shoes ,29.781313459209645,0
SESS-777595,Mobile,  shoes leather  ,29.781313459209645,0
SESS-836954,Desktop,IPHONE 14,29.781313459209645,0
SESS-844219,Mobile,summer dress,29.781313459209645,0
SESS-502002,Desktop,  shoes leather  ,40056.57333111015,0
SESS-898151,Mobile, leather shoes ,29.781313459209645,0
SESS-933312,Mobile,IPHONE 14,40056.57333111015,0
SESS-353118,Mobile,  shoes leather  ,29.781313459209645,0
SESS-769420,Desktop,summer dress,29.781313459209645,1
SESS-163070,Mobile,IPHONE 14,29.781313459209645,0
SESS-778218,Desktop,,29.781313459209645,0
SESS-141815,Mobile,IPHONE 14,29.781313459209645,0
SESS-659685,Mobile,IPHONE 14,29.781313459209645,0
SESS-268985,Desktop, leather shoes ,29.781313459209645,0
SESS-729016,Desktop, leather shoes ,40056.57333111015,1
SESS-885276,Mobile,IPHONE 14,29.781313459209645,0
SESS-641548,Tablet,summer dress,29.781313459209645,0
SESS-558249,Mobile,IPHONE 14,29.781313459209645,1
SESS-548069,BOT_UNKNOWN,summer dress,29.781313459209645,0
SESS-638932,Mobile, leather shoes ,29.781313459209645,0
SESS-190444,Desktop, leather shoes ,29.781313459209645,0
SESS-526838,Tablet,  shoes leather  ,29.781313459209645,0
SESS-881592,Mobile, leather shoes ,29.781313459209645,0
SESS-763786,Tablet,  shoes leather  ,29.781313459209645,0
SESS-926847,Mobile, leather shoes ,29.781313459209645,0
SESS-605827,Mobile,IPHONE 14,29.781313459209645,0
SESS-199077,Desktop,IPHONE 14,29.781313459209645,1
SESS-999674,Tablet,IPHONE 14,40056.57333111015,0
SESS-864769,Mobile,N/A,29.781313459209645,0
SESS-501160,Mobile, leather shoes ,29.781313459209645,0
SESS-266758,Desktop,summer dress,29.781313459209645,0
SESS-193006,Mobile, leather shoes ,29.781313459209645,0
SESS-374716,Desktop, leather shoes ,29.781313459209645,0
SESS-534372,Mobile,IPHONE 14,29.781313459209645,0
SESS-557708,Desktop, leather shoes ,29.781313459209645,0
SESS-533783,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-739080,Mobile,IPHONE 14,29.781313459209645,0
SESS-773049,Desktop, leather shoes ,29.781313459209645,0
SESS-986072,Mobile, leather shoes ,29.781313459209645,0
SESS-742843,Mobile,IPHONE 14,29.781313459209645,0
SESS-268765,Mobile, leather shoes ,29.781313459209645,0
SESS-213497,Mobile,IPHONE 14,29.781313459209645,0
SESS-835116,Mobile,  shoes leather  ,29.781313459209645,0
SESS-743918,Desktop,N/A,29.781313459209645,0
SESS-492126,Mobile, leather shoes ,29.781313459209645,0
SESS-833514,Mobile,summer dress,29.781313459209645,0
SESS-763201,Mobile,IPHONE 14,29.781313459209645,0
SESS-371904,Desktop,IPHONE 14,29.781313459209645,0
SESS-345084,Mobile,summer dress,29.781313459209645,0
SESS-399955,Mobile, leather shoes ,29.781313459209645,0
SESS-735621,Desktop,IPHONE 14,29.781313459209645,0
SESS-540396,Desktop, leather shoes ,29.781313459209645,0
SESS-586376,Mobile, leather shoes ,29.781313459209645,0
SESS-361984,Desktop,IPHONE 14,29.781313459209645,0
SESS-189017,Desktop, leather shoes ,29.781313459209645,0
SESS-725405,Mobile,IPHONE 14,29.781313459209645,0
SESS-256844,Desktop,N/A,29.781313459209645,1
SESS-401759,Mobile,IPHONE 14,29.781313459209645,0
SESS-291000,Mobile,,29.781313459209645,0
SESS-253185,Mobile,summer dress,29.781313459209645,0
SESS-324359,Mobile,IPHONE 14,29.781313459209645,0
SESS-390136,Desktop,IPHONE 14,29.781313459209645,1
SESS-375674,Mobile,,29.781313459209645,1
SESS-478481,Mobile,  shoes leather  ,29.781313459209645,0
SESS-761351,Mobile,summer dress,29.781313459209645,0
SESS-322780,Mobile,summer dress,29.781313459209645,0
SESS-184515,Desktop,summer dress,29.781313459209645,0
SESS-620372,Mobile,N/A,29.781313459209645,0
SESS-473866,Mobile,,29.781313459209645,0
SESS-526884,Mobile,IPHONE 14,29.781313459209645,0
SESS-198629,Tablet,N/A,29.781313459209645,0
SESS-174954,Mobile,N/A,29.781313459209645,0
SESS-873828,Mobile, leather shoes ,29.781313459209645,0
SESS-237545,Mobile, leather shoes ,29.781313459209645,1
SESS-219804,BOT_UNKNOWN,IPHONE 14,29.781313459209645,0
SESS-803982,Mobile,summer dress,29.781313459209645,0
SESS-334156,Desktop,,29.781313459209645,0
SESS-651976,Mobile,IPHONE 14,29.781313459209645,0
SESS-582163,Mobile,  shoes leather  ,29.781313459209645,0
SESS-775979,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-744234,Tablet,IPHONE 14,29.781313459209645,0
SESS-337723,Mobile, leather shoes ,29.781313459209645,0
SESS-608866,Desktop,IPHONE 14,29.781313459209645,0
SESS-842590,Mobile,  shoes leather  ,40056.57333111015,0
SESS-336093,Tablet,,40056.57333111015,0
SESS-862595,Mobile,IPHONE 14,29.781313459209645,0
SESS-598867,Desktop, leather shoes ,29.781313459209645,0
SESS-529737,Mobile,  shoes leather  ,29.781313459209645,1
SESS-459639,Mobile,IPHONE 14,29.781313459209645,0
SESS-490320,Desktop, leather shoes ,29.781313459209645,0
SESS-570191,Desktop,,29.781313459209645,0
SESS-787437,Desktop,summer dress,29.781313459209645,0
SESS-510665,Mobile,IPHONE 14,29.781313459209645,1
SESS-251381,Mobile,IPHONE 14,29.781313459209645,1
SESS-227686,Desktop,N/A,29.781313459209645,0
SESS-958198,Mobile,N/A,29.781313459209645,0
SESS-355231,Desktop,summer dress,29.781313459209645,0
SESS-520744,BOT_UNKNOWN, leather shoes ,40056.57333111015,1
SESS-659638,Mobile,,29.781313459209645,0
SESS-458656,Mobile,summer dress,29.781313459209645,0
SESS-780119,Mobile,IPHONE 14,29.781313459209645,0
SESS-947956,Desktop,IPHONE 14,29.781313459209645,0
SESS-918213,BOT_UNKNOWN,,29.781313459209645,0
SESS-350585,Mobile, leather shoes ,29.781313459209645,0
SESS-162972,Desktop,IPHONE 14,29.781313459209645,0
SESS-914375,Tablet,IPHONE 14,29.781313459209645,0
SESS-947497,Desktop,IPHONE 14,29.781313459209645,0
SESS-519838,Mobile,IPHONE 14,29.781313459209645,0
SESS-203755,Desktop, leather shoes ,29.781313459209645,0
SESS-369517,Mobile, leather shoes ,29.781313459209645,0
SESS-252049,Mobile, leather shoes ,29.781313459209645,1
SESS-574984,BOT_UNKNOWN,N/A,29.781313459209645,0
SESS-406413,Mobile,N/A,29.781313459209645,0
SESS-126805,Mobile, leather shoes ,40056.57333111015,0
SESS-789229,Mobile, leather shoes ,29.781313459209645,0
SESS-706146,Mobile,IPHONE 14,29.781313459209645,0
SESS-684264,Desktop,N/A,29.781313459209645,0
SESS-730726,Desktop,N/A,29.781313459209645,0
SESS-683880,Mobile, leather shoes ,29.781313459209645,0
SESS-980735,Desktop,,29.781313459209645,1
SESS-480771,Mobile,IPHONE 14,29.781313459209645,0
SESS-232541,Mobile,  shoes leather  ,29.781313459209645,1
SESS-234739,Mobile, leather shoes ,29.781313459209645,0
SESS-763256,Mobile,summer dress,29.781313459209645,1
SESS-286808,Mobile,summer dress,29.781313459209645,0
SESS-250497,Desktop,summer dress,29.781313459209645,0
SESS-381405,Desktop,N/A,29.781313459209645,0
SESS-476500,Mobile,IPHONE 14,29.781313459209645,0
SESS-206542,Mobile,,29.781313459209645,0
SESS-240998,Mobile, leather shoes ,29.781313459209645,0
SESS-727084,Mobile, leather shoes ,29.781313459209645,0
SESS-356083,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-622808,Mobile,  shoes leather  ,40056.57333111015,0
SESS-677207,Mobile, leather shoes ,29.781313459209645,0
SESS-997019,Mobile, leather shoes ,29.781313459209645,0
SESS-782625,Mobile,,29.781313459209645,0
SESS-499197,Desktop, leather shoes ,29.781313459209645,0
SESS-895932,Mobile,summer dress,29.781313459209645,0
SESS-940865,Mobile,summer dress,29.781313459209645,0
SESS-888887,Desktop,IPHONE 14,40056.57333111015,0
SESS-994337,Desktop,IPHONE 14,29.781313459209645,0
SESS-701111,Desktop,,29.781313459209645,1
SESS-488339,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-299137,Mobile,summer dress,29.781313459209645,0
SESS-577325,Mobile,IPHONE 14,40056.57333111015,0
SESS-310279,Tablet, leather shoes ,29.781313459209645,0
SESS-717545,Mobile,IPHONE 14,29.781313459209645,0
SESS-513497,Desktop,,40056.57333111015,0
SESS-584371,Desktop,summer dress,29.781313459209645,0
SESS-949153,Tablet, leather shoes ,29.781313459209645,0
SESS-629504,Desktop,  shoes leather  ,29.781313459209645,0
SESS-365650,Desktop,summer dress,29.781313459209645,0
SESS-160616,Mobile,summer dress,29.781313459209645,0
SESS-964123,Tablet, leather shoes ,29.781313459209645,0
SESS-884249,Desktop,  shoes leather  ,29.781313459209645,1
SESS-580969,Mobile,summer dress,29.781313459209645,0
SESS-751314,Tablet,N/A,29.781313459209645,0
SESS-937346,Tablet,summer dress,29.781313459209645,0
SESS-825010,Desktop,N/A,29.781313459209645,1
SESS-452698,Mobile, leather shoes ,29.781313459209645,0
SESS-300810,Mobile,IPHONE 14,29.781313459209645,0
SESS-847017,Tablet, leather shoes ,29.781313459209645,0
SESS-613810,Desktop,  shoes leather  ,29.781313459209645,0
SESS-795844,Desktop, leather shoes ,29.781313459209645,1
SESS-549707,Mobile,IPHONE 14,29.781313459209645,0
SESS-401977,Desktop,  shoes leather  ,29.781313459209645,0
SESS-252360,Mobile,IPHONE 14,29.781313459209645,1
SESS-569132,Tablet,  shoes leather  ,29.781313459209645,0
SESS-164057,Mobile,summer dress,29.781313459209645,0
SESS-798270,BOT_UNKNOWN,IPHONE 14,29.781313459209645,0
SESS-141738,Desktop,N/A,29.781313459209645,0
SESS-595519,Mobile, leather shoes ,29.781313459209645,0
SESS-617240,Tablet,summer dress,29.781313459209645,0
SESS-890198,Desktop,summer dress,29.781313459209645,0
SESS-201033,Mobile, leather shoes ,29.781313459209645,0
SESS-452774,Desktop,N/A,29.781313459209645,0
SESS-743842,Mobile, leather shoes ,29.781313459209645,0
SESS-901371,Mobile, leather shoes ,29.781313459209645,0
SESS-610236,Mobile, leather shoes ,29.781313459209645,0
SESS-379542,Desktop,IPHONE 14,29.781313459209645,0
SESS-105009,Mobile,IPHONE 14,29.781313459209645,0
SESS-866975,Mobile, leather shoes ,29.781313459209645,0
SESS-472682,Mobile,summer dress,29.781313459209645,0
SESS-630400,Desktop,  shoes leather  ,29.781313459209645,0
SESS-933251,Desktop, leather shoes ,29.781313459209645,0
SESS-613882,Mobile,  shoes leather  ,29.781313459209645,0
SESS-960300,Desktop,N/A,29.781313459209645,0
SESS-403364,Mobile,summer dress,29.781313459209645,0
SESS-877718,Desktop,summer dress,29.781313459209645,1
SESS-777037,Mobile, leather shoes ,29.781313459209645,0
SESS-995157,Tablet,summer dress,29.781313459209645,0
SESS-337161,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-965025,Mobile,,29.781313459209645,0
SESS-291113,Desktop,N/A,29.781313459209645,0
SESS-815609,Desktop,IPHONE 14,40056.57333111015,0
SESS-497331,Mobile,IPHONE 14,29.781313459209645,0
SESS-728963,Tablet,,29.781313459209645,0
SESS-602900,Mobile,IPHONE 14,29.781313459209645,0
SESS-167310,Mobile,N/A,29.781313459209645,0
SESS-212163,Mobile, leather shoes ,29.781313459209645,0
SESS-389195,Mobile,,29.781313459209645,0
SESS-817297,Desktop,IPHONE 14,29.781313459209645,1
SESS-510157,Desktop,IPHONE 14,29.781313459209645,1
SESS-516207,Tablet,IPHONE 14,29.781313459209645,1
SESS-777796,Tablet,,29.781313459209645,0
SESS-593382,Desktop,  shoes leather  ,29.781313459209645,0
SESS-125802,Desktop, leather shoes ,29.781313459209645,0
SESS-205672,Mobile,summer dress,29.781313459209645,1
SESS-292354,Mobile, leather shoes ,40056.57333111015,0
SESS-332309,Mobile,summer dress,29.781313459209645,0
SESS-785667,Desktop,IPHONE 14,29.781313459209645,1
SESS-302526,Mobile,summer dress,29.781313459209645,0
SESS-464655,Tablet,,29.781313459209645,0
SESS-531136,Mobile, leather shoes ,29.781313459209645,0
SESS-958963,Desktop,IPHONE 14,29.781313459209645,0
SESS-411508,Tablet,,29.781313459209645,1
SESS-798592,Desktop,IPHONE 14,29.781313459209645,1
SESS-964248,Desktop,  shoes leather  ,29.781313459209645,0
SESS-488432,Mobile,IPHONE 14,29.781313459209645,1
SESS-896574,Mobile,,29.781313459209645,0
SESS-487473,BOT_UNKNOWN,  shoes leather  ,29.781313459209645,0
SESS-909084,Tablet,IPHONE 14,29.781313459209645,0
SESS-903534,Desktop,  shoes leather  ,29.781313459209645,0
SESS-727301,Desktop,  shoes leather  ,29.781313459209645,0
SESS-199878,Desktop,summer dress,40056.57333111015,0
SESS-350080,Mobile,IPHONE 14,29.781313459209645,0
SESS-833779,Mobile,IPHONE 14,29.781313459209645,0
SESS-602420,Desktop,summer dress,29.781313459209645,0
SESS-996030,Mobile, leather shoes ,29.781313459209645,1
SESS-821367,Mobile,IPHONE 14,40056.57333111015,0
SESS-258495,Mobile, leather shoes ,29.781313459209645,0
SESS-284226,Tablet, leather shoes ,29.781313459209645,0
SESS-839817,Desktop,,29.781313459209645,0
SESS-683751,BOT_UNKNOWN,,29.781313459209645,0
SESS-504737,Mobile,summer dress,29.781313459209645,0
SESS-976386,Mobile,IPHONE 14,29.781313459209645,0
SESS-105945,Mobile,,29.781313459209645,0
SESS-626574,Tablet,summer dress,29.781313459209645,0
SESS-978932,Mobile, leather shoes ,29.781313459209645,0
SESS-944869,Mobile,summer dress,29.781313459209645,1
SESS-598569,BOT_UNKNOWN,  shoes leather  ,29.781313459209645,0
SESS-643308,Desktop,summer dress,29.781313459209645,0
SESS-892620,Desktop,summer dress,29.781313459209645,0
SESS-905894,Desktop, leather shoes ,29.781313459209645,0
SESS-301973,Mobile,IPHONE 14,29.781313459209645,0
SESS-462729,Mobile,IPHONE 14,29.781313459209645,1
SESS-127721,Mobile, leather shoes ,29.781313459209645,0
SESS-641166,Mobile,N/A,29.781313459209645,0
SESS-480420,Tablet,IPHONE 14,29.781313459209645,0
SESS-467839,BOT_UNKNOWN,  shoes leather  ,29.781313459209645,0
SESS-559675,Desktop,  shoes leather  ,29.781313459209645,1
SESS-998305,Mobile,  shoes leather  ,29.781313459209645,1
SESS-343870,Mobile,  shoes leather  ,29.781313459209645,1
SESS-920071,Desktop,IPHONE 14,29.781313459209645,0
SESS-406906,Mobile, leather shoes ,29.781313459209645,0
SESS-966598,Mobile,IPHONE 14,29.781313459209645,1
SESS-403778,Tablet,summer dress,29.781313459209645,0
SESS-158784,Desktop,summer dress,40056.57333111015,0
SESS-654633,Mobile,summer dress,29.781313459209645,0
SESS-198559,Desktop, leather shoes ,29.781313459209645,0
SESS-999569,Mobile,summer dress,29.781313459209645,0
SESS-595409,Mobile, leather shoes ,29.781313459209645,0
SESS-945297,Mobile,  shoes leather  ,29.781313459209645,0
SESS-179079,Mobile,  shoes leather  ,29.781313459209645,0
SESS-383875,Mobile, leather shoes ,29.781313459209645,0
SESS-672453,Desktop,,29.781313459209645,0
SESS-554552,Desktop, leather shoes ,29.781313459209645,0
SESS-348863,Mobile, leather shoes ,29.781313459209645,1
SESS-728339,Mobile,IPHONE 14,40056.57333111015,0
SESS-218663,Mobile,,29.781313459209645,0
SESS-613059,Mobile,N/A,29.781313459209645,0
SESS-960099,Desktop,summer dress,29.781313459209645,0
SESS-192993,Desktop, leather shoes ,29.781313459209645,1
SESS-384937,Mobile, leather shoes ,29.781313459209645,1
SESS-200485,Mobile,summer dress,29.781313459209645,0
SESS-663928,Desktop, leather shoes ,29.781313459209645,1
SESS-162951,Mobile,IPHONE 14,29.781313459209645,1
SESS-941770,Mobile,IPHONE 14,29.781313459209645,0
SESS-800059,Desktop, leather shoes ,29.781313459209645,0
SESS-816981,Mobile, leather shoes ,29.781313459209645,0
SESS-372515,Mobile,IPHONE 14,29.781313459209645,0
SESS-246565,Tablet, leather shoes ,29.781313459209645,0
SESS-210237,Mobile, leather shoes ,29.781313459209645,0
SESS-163087,Mobile, leather shoes ,29.781313459209645,0
SESS-993943,BOT_UNKNOWN,,29.781313459209645,0
SESS-207411,Desktop, leather shoes ,40056.57333111015,0
SESS-907543,Tablet, leather shoes ,29.781313459209645,0
SESS-384504,Desktop,summer dress,29.781313459209645,0
SESS-170147,Mobile,,29.781313459209645,0
SESS-995827,BOT_UNKNOWN,N/A,29.781313459209645,0
SESS-818205,Mobile, leather shoes ,29.781313459209645,0
SESS-186361,Desktop, leather shoes ,29.781313459209645,0
SESS-309795,Mobile,N/A,29.781313459209645,0
SESS-564739,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-950249,Tablet, leather shoes ,29.781313459209645,1
SESS-856675,Desktop,  shoes leather  ,29.781313459209645,0
SESS-513388,Mobile,IPHONE 14,40056.57333111015,0
SESS-677385,Desktop,,29.781313459209645,0
SESS-896732,Mobile, leather shoes ,29.781313459209645,0
SESS-781696,BOT_UNKNOWN,,29.781313459209645,0
SESS-829116,Mobile, leather shoes ,29.781313459209645,0
SESS-636375,BOT_UNKNOWN,  shoes leather  ,29.781313459209645,0
SESS-491582,Mobile,summer dress,29.781313459209645,0
SESS-494505,Desktop,,29.781313459209645,0
SESS-437706,Mobile,N/A,29.781313459209645,0
SESS-181172,Desktop, leather shoes ,29.781313459209645,0
SESS-622751,Mobile,,29.781313459209645,0
SESS-543111,Mobile,N/A,29.781313459209645,0
SESS-722231,Desktop,N/A,29.781313459209645,0
SESS-821745,Desktop,,29.781313459209645,0
SESS-906386,Mobile,IPHONE 14,29.781313459209645,1
SESS-216386,Desktop, leather shoes ,29.781313459209645,0
SESS-941441,Mobile,N/A,29.781313459209645,0
SESS-160374,Mobile,IPHONE 14,29.781313459209645,1
SESS-926719,Desktop,N/A,29.781313459209645,0
SESS-744727,Mobile,IPHONE 14,29.781313459209645,0
SESS-363227,BOT_UNKNOWN,  shoes leather  ,29.781313459209645,0
SESS-198842,Mobile,IPHONE 14,29.781313459209645,0
SESS-600676,Mobile, leather shoes ,29.781313459209645,1
SESS-853742,Desktop,IPHONE 14,29.781313459209645,0
SESS-768939,Desktop,N/A,29.781313459209645,0
SESS-760006,Mobile,N/A,29.781313459209645,0
SESS-813712,Mobile,,29.781313459209645,0
SESS-397513,Mobile, leather shoes ,29.781313459209645,1
SESS-115398,Mobile, leather shoes ,29.781313459209645,0
SESS-825781,Desktop, leather shoes ,40056.57333111015,0
SESS-543123,Mobile,summer dress,29.781313459209645,1
SESS-168749,Desktop,summer dress,29.781313459209645,0
SESS-171922,Mobile, leather shoes ,29.781313459209645,1
SESS-888774,Desktop,IPHONE 14,29.781313459209645,0
SESS-812776,Tablet,  shoes leather  ,29.781313459209645,1
SESS-234572,Desktop, leather shoes ,40056.57333111015,0
SESS-943461,Mobile,N/A,29.781313459209645,0
SESS-281604,Desktop,IPHONE 14,29.781313459209645,0
SESS-305108,Desktop, leather shoes ,29.781313459209645,0
SESS-993845,Desktop, leather shoes ,29.781313459209645,0
SESS-714048,Mobile, leather shoes ,29.781313459209645,0
SESS-802190,Mobile,IPHONE 14,29.781313459209645,0
SESS-200524,Tablet, leather shoes ,29.781313459209645,0
SESS-242642,Desktop,IPHONE 14,29.781313459209645,0
SESS-743704,Mobile,N/A,29.781313459209645,0
SESS-946532,BOT_UNKNOWN, leather shoes ,29.781313459209645,1
SESS-101340,Desktop,,29.781313459209645,0
SESS-288737,Desktop,summer dress,29.781313459209645,0
SESS-449529,Desktop,,29.781313459209645,0
SESS-412774,Desktop,N/A,29.781313459209645,0
SESS-187065,Tablet,  shoes leather  ,29.781313459209645,0
SESS-298545,Mobile, leather shoes ,29.781313459209645,0
SESS-677929,Mobile,summer dress,29.781313459209645,0
SESS-462335,Mobile,summer dress,29.781313459209645,0
SESS-360513,Mobile,IPHONE 14,29.781313459209645,0
SESS-481731,Mobile,  shoes leather  ,40056.57333111015,0
SESS-762343,Mobile,  shoes leather  ,29.781313459209645,0
SESS-946081,Mobile, leather shoes ,29.781313459209645,0
SESS-890012,Desktop,summer dress,29.781313459209645,0
SESS-533356,Mobile,N/A,29.781313459209645,0
SESS-877702,Mobile,summer dress,29.781313459209645,0
SESS-563565,Desktop,summer dress,29.781313459209645,0
SESS-858946,Desktop, leather shoes ,29.781313459209645,0
SESS-904099,Desktop,summer dress,29.781313459209645,0
SESS-102299,Desktop,,29.781313459209645,0
SESS-693060,Desktop,,29.781313459209645,0
SESS-996036,Tablet,IPHONE 14,29.781313459209645,0
SESS-189729,Mobile,,29.781313459209645,0
SESS-290051,Desktop, leather shoes ,29.781313459209645,0
SESS-828780,Mobile,summer dress,29.781313459209645,0
SESS-341063,Mobile,IPHONE 14,29.781313459209645,0
SESS-449876,Mobile, leather shoes ,29.781313459209645,0
SESS-440289,Desktop,IPHONE 14,29.781313459209645,0
SESS-588049,Desktop,  shoes leather  ,29.781313459209645,1
SESS-737704,Mobile, leather shoes ,29.781313459209645,0
SESS-437974,Desktop, leather shoes ,40056.57333111015,0
SESS-401869,Mobile,IPHONE 14,29.781313459209645,0
SESS-424413,Mobile, leather shoes ,29.781313459209645,1
SESS-466276,Mobile,  shoes leather  ,29.781313459209645,0
SESS-749662,Mobile,summer dress,29.781313459209645,1
SESS-420147,Mobile, leather shoes ,29.781313459209645,0
SESS-759079,Mobile,summer dress,29.781313459209645,1
SESS-477378,Mobile,summer dress,29.781313459209645,0
SESS-587015,Desktop,  shoes leather  ,29.781313459209645,0
SESS-997365,Desktop,IPHONE 14,29.781313459209645,0
SESS-717835,Tablet,summer dress,29.781313459209645,1
SESS-302857,BOT_UNKNOWN, leather shoes ,29.781313459209645,0
SESS-983690,BOT_UNKNOWN,IPHONE 14,29.781313459209645,0
SESS-521247,Mobile,summer dress,29.781313459209645,0
SESS-499532,Mobile,N/A,29.781313459209645,0
SESS-430491,Mobile,  shoes leather  ,29.781313459209645,0
SESS-710914,Desktop, leather shoes ,29.781313459209645,0
SESS-368877,Mobile,N/A,29.781313459209645,0
SESS-743716,Desktop, leather shoes ,29.781313459209645,0
SESS-711950,Mobile,IPHONE 14,29.781313459209645,0
SESS-631637,Mobile,N/A,29.781313459209645,1
SESS-280917,Mobile, leather shoes ,29.781313459209645,0
SESS-482476,Desktop, leather shoes ,29.781313459209645,0
SESS-964366,Desktop, leather shoes ,29.781313459209645,0
SESS-938193,Mobile, leather shoes ,29.781313459209645,0
SESS-203065,BOT_UNKNOWN,N/A,29.781313459209645,0
SESS-768531,Mobile,N/A,29.781313459209645,0
SESS-548492,Desktop,  shoes leather  ,29.781313459209645,0
SESS-583492,Mobile, leather shoes ,29.781313459209645,0
SESS-848079,Mobile,IPHONE 14,29.781313459209645,0
SESS-306111,Desktop, leather shoes ,29.781313459209645,1
SESS-236393,Mobile, leather shoes ,29.781313459209645,0
SESS-653718,Desktop, leather shoes ,29.781313459209645,0
SESS-449249,Mobile, leather shoes ,29.781313459209645,0
